# Assembly name:  Armbor1
# Organism name:  Armillaria borealis (basidiomycete fungi)
# Infraspecific name:  strain=FPL87.14
# Taxid:          47425
# BioSample:      SAMN10865533
# BioProject:     PRJNA519861
# Submitter:      DOE Joint Genome Institute
# Date:           2023-07-11
# Assembly type:  haploid
# Release type:   major
# Assembly level: Contig
# Genome representation: full
# WGS project:    JAUEPT01
# Assembly method: Falcon v. 1.8.8
# Expected final version: no
# Genome coverage: 386.53x
# Sequencing technology: PacBio
# RefSeq category: Representative Genome
# GenBank assembly accession: GCA_030435635.1
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_030435645.1		Primary Assembly
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
EV421scaffold_240	unplaced-scaffold	na	na	JAUEPT010000240.1	<>	na	Primary Assembly	45087	na
EV421scaffold_241	unplaced-scaffold	na	na	JAUEPT010000241.1	<>	na	Primary Assembly	45037	na
EV421scaffold_242	unplaced-scaffold	na	na	JAUEPT010000242.1	<>	na	Primary Assembly	44460	na
EV421scaffold_243	unplaced-scaffold	na	na	JAUEPT010000243.1	<>	na	Primary Assembly	44082	na
EV421scaffold_244	unplaced-scaffold	na	na	JAUEPT010000244.1	<>	na	Primary Assembly	43660	na
EV421scaffold_245	unplaced-scaffold	na	na	JAUEPT010000245.1	<>	na	Primary Assembly	43591	na
EV421scaffold_246	unplaced-scaffold	na	na	JAUEPT010000246.1	<>	na	Primary Assembly	43287	na
EV421scaffold_247	unplaced-scaffold	na	na	JAUEPT010000247.1	<>	na	Primary Assembly	43178	na
EV421scaffold_248	unplaced-scaffold	na	na	JAUEPT010000248.1	<>	na	Primary Assembly	42981	na
EV421scaffold_249	unplaced-scaffold	na	na	JAUEPT010000249.1	<>	na	Primary Assembly	42677	na
EV421scaffold_250	unplaced-scaffold	na	na	JAUEPT010000250.1	<>	na	Primary Assembly	42623	na
EV421scaffold_251	unplaced-scaffold	na	na	JAUEPT010000251.1	<>	na	Primary Assembly	42069	na
EV421scaffold_252	unplaced-scaffold	na	na	JAUEPT010000252.1	<>	na	Primary Assembly	41935	na
EV421scaffold_253	unplaced-scaffold	na	na	JAUEPT010000253.1	<>	na	Primary Assembly	41681	na
EV421scaffold_254	unplaced-scaffold	na	na	JAUEPT010000254.1	<>	na	Primary Assembly	41120	na
EV421scaffold_255	unplaced-scaffold	na	na	JAUEPT010000255.1	<>	na	Primary Assembly	41021	na
EV421scaffold_256	unplaced-scaffold	na	na	JAUEPT010000256.1	<>	na	Primary Assembly	40978	na
EV421scaffold_257	unplaced-scaffold	na	na	JAUEPT010000257.1	<>	na	Primary Assembly	40954	na
EV421scaffold_258	unplaced-scaffold	na	na	JAUEPT010000258.1	<>	na	Primary Assembly	40936	na
EV421scaffold_259	unplaced-scaffold	na	na	JAUEPT010000259.1	<>	na	Primary Assembly	40857	na
EV421scaffold_260	unplaced-scaffold	na	na	JAUEPT010000260.1	<>	na	Primary Assembly	40764	na
EV421scaffold_261	unplaced-scaffold	na	na	JAUEPT010000261.1	<>	na	Primary Assembly	40643	na
EV421scaffold_262	unplaced-scaffold	na	na	JAUEPT010000262.1	<>	na	Primary Assembly	40279	na
EV421scaffold_263	unplaced-scaffold	na	na	JAUEPT010000263.1	<>	na	Primary Assembly	40195	na
EV421scaffold_264	unplaced-scaffold	na	na	JAUEPT010000264.1	<>	na	Primary Assembly	40072	na
EV421scaffold_265	unplaced-scaffold	na	na	JAUEPT010000265.1	<>	na	Primary Assembly	40028	na
EV421scaffold_266	unplaced-scaffold	na	na	JAUEPT010000266.1	<>	na	Primary Assembly	40001	na
EV421scaffold_267	unplaced-scaffold	na	na	JAUEPT010000267.1	<>	na	Primary Assembly	39868	na
EV421scaffold_268	unplaced-scaffold	na	na	JAUEPT010000268.1	<>	na	Primary Assembly	39809	na
EV421scaffold_269	unplaced-scaffold	na	na	JAUEPT010000269.1	<>	na	Primary Assembly	39750	na
EV421scaffold_270	unplaced-scaffold	na	na	JAUEPT010000270.1	<>	na	Primary Assembly	39721	na
EV421scaffold_271	unplaced-scaffold	na	na	JAUEPT010000271.1	<>	na	Primary Assembly	39193	na
EV421scaffold_272	unplaced-scaffold	na	na	JAUEPT010000272.1	<>	na	Primary Assembly	38699	na
EV421scaffold_273	unplaced-scaffold	na	na	JAUEPT010000273.1	<>	na	Primary Assembly	38192	na
EV421scaffold_274	unplaced-scaffold	na	na	JAUEPT010000274.1	<>	na	Primary Assembly	37918	na
EV421scaffold_275	unplaced-scaffold	na	na	JAUEPT010000275.1	<>	na	Primary Assembly	37822	na
EV421scaffold_276	unplaced-scaffold	na	na	JAUEPT010000276.1	<>	na	Primary Assembly	37545	na
EV421scaffold_277	unplaced-scaffold	na	na	JAUEPT010000277.1	<>	na	Primary Assembly	37508	na
EV421scaffold_278	unplaced-scaffold	na	na	JAUEPT010000278.1	<>	na	Primary Assembly	37313	na
EV421scaffold_279	unplaced-scaffold	na	na	JAUEPT010000279.1	<>	na	Primary Assembly	37212	na
EV421scaffold_280	unplaced-scaffold	na	na	JAUEPT010000280.1	<>	na	Primary Assembly	36965	na
EV421scaffold_281	unplaced-scaffold	na	na	JAUEPT010000281.1	<>	na	Primary Assembly	36917	na
EV421scaffold_282	unplaced-scaffold	na	na	JAUEPT010000282.1	<>	na	Primary Assembly	36671	na
EV421scaffold_283	unplaced-scaffold	na	na	JAUEPT010000283.1	<>	na	Primary Assembly	36610	na
EV421scaffold_284	unplaced-scaffold	na	na	JAUEPT010000284.1	<>	na	Primary Assembly	36575	na
EV421scaffold_285	unplaced-scaffold	na	na	JAUEPT010000285.1	<>	na	Primary Assembly	36486	na
EV421scaffold_286	unplaced-scaffold	na	na	JAUEPT010000286.1	<>	na	Primary Assembly	35650	na
EV421scaffold_287	unplaced-scaffold	na	na	JAUEPT010000287.1	<>	na	Primary Assembly	35270	na
EV421scaffold_288	unplaced-scaffold	na	na	JAUEPT010000288.1	<>	na	Primary Assembly	35250	na
EV421scaffold_289	unplaced-scaffold	na	na	JAUEPT010000289.1	<>	na	Primary Assembly	35091	na
EV421scaffold_290	unplaced-scaffold	na	na	JAUEPT010000290.1	<>	na	Primary Assembly	35035	na
EV421scaffold_291	unplaced-scaffold	na	na	JAUEPT010000291.1	<>	na	Primary Assembly	34704	na
EV421scaffold_292	unplaced-scaffold	na	na	JAUEPT010000292.1	<>	na	Primary Assembly	34653	na
EV421scaffold_293	unplaced-scaffold	na	na	JAUEPT010000293.1	<>	na	Primary Assembly	34521	na
EV421scaffold_294	unplaced-scaffold	na	na	JAUEPT010000294.1	<>	na	Primary Assembly	34512	na
EV421scaffold_295	unplaced-scaffold	na	na	JAUEPT010000295.1	<>	na	Primary Assembly	34478	na
EV421scaffold_296	unplaced-scaffold	na	na	JAUEPT010000296.1	<>	na	Primary Assembly	34425	na
EV421scaffold_297	unplaced-scaffold	na	na	JAUEPT010000297.1	<>	na	Primary Assembly	34406	na
EV421scaffold_298	unplaced-scaffold	na	na	JAUEPT010000298.1	<>	na	Primary Assembly	34258	na
EV421scaffold_299	unplaced-scaffold	na	na	JAUEPT010000299.1	<>	na	Primary Assembly	34210	na
EV421scaffold_300	unplaced-scaffold	na	na	JAUEPT010000300.1	<>	na	Primary Assembly	33657	na
EV421scaffold_301	unplaced-scaffold	na	na	JAUEPT010000301.1	<>	na	Primary Assembly	33596	na
EV421scaffold_302	unplaced-scaffold	na	na	JAUEPT010000302.1	<>	na	Primary Assembly	33495	na
EV421scaffold_303	unplaced-scaffold	na	na	JAUEPT010000303.1	<>	na	Primary Assembly	33353	na
EV421scaffold_304	unplaced-scaffold	na	na	JAUEPT010000304.1	<>	na	Primary Assembly	32651	na
EV421scaffold_305	unplaced-scaffold	na	na	JAUEPT010000305.1	<>	na	Primary Assembly	32334	na
EV421scaffold_306	unplaced-scaffold	na	na	JAUEPT010000306.1	<>	na	Primary Assembly	32233	na
EV421scaffold_307	unplaced-scaffold	na	na	JAUEPT010000307.1	<>	na	Primary Assembly	32219	na
EV421scaffold_308	unplaced-scaffold	na	na	JAUEPT010000308.1	<>	na	Primary Assembly	32190	na
EV421scaffold_309	unplaced-scaffold	na	na	JAUEPT010000309.1	<>	na	Primary Assembly	32064	na
EV421scaffold_310	unplaced-scaffold	na	na	JAUEPT010000310.1	<>	na	Primary Assembly	31869	na
EV421scaffold_311	unplaced-scaffold	na	na	JAUEPT010000311.1	<>	na	Primary Assembly	31842	na
EV421scaffold_312	unplaced-scaffold	na	na	JAUEPT010000312.1	<>	na	Primary Assembly	31784	na
EV421scaffold_313	unplaced-scaffold	na	na	JAUEPT010000313.1	<>	na	Primary Assembly	31662	na
EV421scaffold_314	unplaced-scaffold	na	na	JAUEPT010000314.1	<>	na	Primary Assembly	31340	na
EV421scaffold_315	unplaced-scaffold	na	na	JAUEPT010000315.1	<>	na	Primary Assembly	31264	na
EV421scaffold_316	unplaced-scaffold	na	na	JAUEPT010000316.1	<>	na	Primary Assembly	30989	na
EV421scaffold_317	unplaced-scaffold	na	na	JAUEPT010000317.1	<>	na	Primary Assembly	30961	na
EV421scaffold_318	unplaced-scaffold	na	na	JAUEPT010000318.1	<>	na	Primary Assembly	30796	na
EV421scaffold_319	unplaced-scaffold	na	na	JAUEPT010000319.1	<>	na	Primary Assembly	30605	na
EV421scaffold_320	unplaced-scaffold	na	na	JAUEPT010000320.1	<>	na	Primary Assembly	30361	na
EV421scaffold_321	unplaced-scaffold	na	na	JAUEPT010000321.1	<>	na	Primary Assembly	29952	na
EV421scaffold_322	unplaced-scaffold	na	na	JAUEPT010000322.1	<>	na	Primary Assembly	29922	na
EV421scaffold_323	unplaced-scaffold	na	na	JAUEPT010000323.1	<>	na	Primary Assembly	29916	na
EV421scaffold_324	unplaced-scaffold	na	na	JAUEPT010000324.1	<>	na	Primary Assembly	29725	na
EV421scaffold_325	unplaced-scaffold	na	na	JAUEPT010000325.1	<>	na	Primary Assembly	29723	na
EV421scaffold_326	unplaced-scaffold	na	na	JAUEPT010000326.1	<>	na	Primary Assembly	29540	na
EV421scaffold_327	unplaced-scaffold	na	na	JAUEPT010000327.1	<>	na	Primary Assembly	29431	na
EV421scaffold_328	unplaced-scaffold	na	na	JAUEPT010000328.1	<>	na	Primary Assembly	29398	na
EV421scaffold_329	unplaced-scaffold	na	na	JAUEPT010000329.1	<>	na	Primary Assembly	29140	na
EV421scaffold_330	unplaced-scaffold	na	na	JAUEPT010000330.1	<>	na	Primary Assembly	29105	na
EV421scaffold_331	unplaced-scaffold	na	na	JAUEPT010000331.1	<>	na	Primary Assembly	29001	na
EV421scaffold_332	unplaced-scaffold	na	na	JAUEPT010000332.1	<>	na	Primary Assembly	28930	na
EV421scaffold_333	unplaced-scaffold	na	na	JAUEPT010000333.1	<>	na	Primary Assembly	28751	na
EV421scaffold_334	unplaced-scaffold	na	na	JAUEPT010000334.1	<>	na	Primary Assembly	28722	na
EV421scaffold_335	unplaced-scaffold	na	na	JAUEPT010000335.1	<>	na	Primary Assembly	28697	na
EV421scaffold_336	unplaced-scaffold	na	na	JAUEPT010000336.1	<>	na	Primary Assembly	28657	na
EV421scaffold_337	unplaced-scaffold	na	na	JAUEPT010000337.1	<>	na	Primary Assembly	28452	na
EV421scaffold_338	unplaced-scaffold	na	na	JAUEPT010000338.1	<>	na	Primary Assembly	28284	na
EV421scaffold_339	unplaced-scaffold	na	na	JAUEPT010000339.1	<>	na	Primary Assembly	28217	na
EV421scaffold_340	unplaced-scaffold	na	na	JAUEPT010000340.1	<>	na	Primary Assembly	28066	na
EV421scaffold_341	unplaced-scaffold	na	na	JAUEPT010000341.1	<>	na	Primary Assembly	27968	na
EV421scaffold_342	unplaced-scaffold	na	na	JAUEPT010000342.1	<>	na	Primary Assembly	27867	na
EV421scaffold_343	unplaced-scaffold	na	na	JAUEPT010000343.1	<>	na	Primary Assembly	27844	na
EV421scaffold_344	unplaced-scaffold	na	na	JAUEPT010000344.1	<>	na	Primary Assembly	27807	na
EV421scaffold_345	unplaced-scaffold	na	na	JAUEPT010000345.1	<>	na	Primary Assembly	27792	na
EV421scaffold_346	unplaced-scaffold	na	na	JAUEPT010000346.1	<>	na	Primary Assembly	27705	na
EV421scaffold_347	unplaced-scaffold	na	na	JAUEPT010000347.1	<>	na	Primary Assembly	27665	na
EV421scaffold_348	unplaced-scaffold	na	na	JAUEPT010000348.1	<>	na	Primary Assembly	27535	na
EV421scaffold_349	unplaced-scaffold	na	na	JAUEPT010000349.1	<>	na	Primary Assembly	27488	na
EV421scaffold_350	unplaced-scaffold	na	na	JAUEPT010000350.1	<>	na	Primary Assembly	27465	na
EV421scaffold_351	unplaced-scaffold	na	na	JAUEPT010000351.1	<>	na	Primary Assembly	27457	na
EV421scaffold_352	unplaced-scaffold	na	na	JAUEPT010000352.1	<>	na	Primary Assembly	27424	na
EV421scaffold_353	unplaced-scaffold	na	na	JAUEPT010000353.1	<>	na	Primary Assembly	27231	na
EV421scaffold_354	unplaced-scaffold	na	na	JAUEPT010000354.1	<>	na	Primary Assembly	27055	na
EV421scaffold_355	unplaced-scaffold	na	na	JAUEPT010000355.1	<>	na	Primary Assembly	26964	na
EV421scaffold_356	unplaced-scaffold	na	na	JAUEPT010000356.1	<>	na	Primary Assembly	26902	na
EV421scaffold_357	unplaced-scaffold	na	na	JAUEPT010000357.1	<>	na	Primary Assembly	26829	na
EV421scaffold_358	unplaced-scaffold	na	na	JAUEPT010000358.1	<>	na	Primary Assembly	26714	na
EV421scaffold_359	unplaced-scaffold	na	na	JAUEPT010000359.1	<>	na	Primary Assembly	26525	na
EV421scaffold_360	unplaced-scaffold	na	na	JAUEPT010000360.1	<>	na	Primary Assembly	26482	na
EV421scaffold_361	unplaced-scaffold	na	na	JAUEPT010000361.1	<>	na	Primary Assembly	26431	na
EV421scaffold_362	unplaced-scaffold	na	na	JAUEPT010000362.1	<>	na	Primary Assembly	26308	na
EV421scaffold_363	unplaced-scaffold	na	na	JAUEPT010000363.1	<>	na	Primary Assembly	26307	na
EV421scaffold_364	unplaced-scaffold	na	na	JAUEPT010000364.1	<>	na	Primary Assembly	26215	na
EV421scaffold_365	unplaced-scaffold	na	na	JAUEPT010000365.1	<>	na	Primary Assembly	26210	na
EV421scaffold_366	unplaced-scaffold	na	na	JAUEPT010000366.1	<>	na	Primary Assembly	26181	na
EV421scaffold_367	unplaced-scaffold	na	na	JAUEPT010000367.1	<>	na	Primary Assembly	26051	na
EV421scaffold_368	unplaced-scaffold	na	na	JAUEPT010000368.1	<>	na	Primary Assembly	26039	na
EV421scaffold_369	unplaced-scaffold	na	na	JAUEPT010000369.1	<>	na	Primary Assembly	26038	na
EV421scaffold_370	unplaced-scaffold	na	na	JAUEPT010000370.1	<>	na	Primary Assembly	26035	na
EV421scaffold_371	unplaced-scaffold	na	na	JAUEPT010000371.1	<>	na	Primary Assembly	26022	na
EV421scaffold_372	unplaced-scaffold	na	na	JAUEPT010000372.1	<>	na	Primary Assembly	25951	na
EV421scaffold_373	unplaced-scaffold	na	na	JAUEPT010000373.1	<>	na	Primary Assembly	25913	na
EV421scaffold_374	unplaced-scaffold	na	na	JAUEPT010000374.1	<>	na	Primary Assembly	25637	na
EV421scaffold_375	unplaced-scaffold	na	na	JAUEPT010000375.1	<>	na	Primary Assembly	25624	na
EV421scaffold_376	unplaced-scaffold	na	na	JAUEPT010000376.1	<>	na	Primary Assembly	25462	na
EV421scaffold_377	unplaced-scaffold	na	na	JAUEPT010000377.1	<>	na	Primary Assembly	25455	na
EV421scaffold_378	unplaced-scaffold	na	na	JAUEPT010000378.1	<>	na	Primary Assembly	25411	na
EV421scaffold_379	unplaced-scaffold	na	na	JAUEPT010000379.1	<>	na	Primary Assembly	25406	na
EV421scaffold_380	unplaced-scaffold	na	na	JAUEPT010000380.1	<>	na	Primary Assembly	25355	na
EV421scaffold_381	unplaced-scaffold	na	na	JAUEPT010000381.1	<>	na	Primary Assembly	25311	na
EV421scaffold_382	unplaced-scaffold	na	na	JAUEPT010000382.1	<>	na	Primary Assembly	25269	na
EV421scaffold_383	unplaced-scaffold	na	na	JAUEPT010000383.1	<>	na	Primary Assembly	25116	na
EV421scaffold_384	unplaced-scaffold	na	na	JAUEPT010000384.1	<>	na	Primary Assembly	25031	na
EV421scaffold_385	unplaced-scaffold	na	na	JAUEPT010000385.1	<>	na	Primary Assembly	25031	na
EV421scaffold_386	unplaced-scaffold	na	na	JAUEPT010000386.1	<>	na	Primary Assembly	24950	na
EV421scaffold_387	unplaced-scaffold	na	na	JAUEPT010000387.1	<>	na	Primary Assembly	24924	na
EV421scaffold_388	unplaced-scaffold	na	na	JAUEPT010000388.1	<>	na	Primary Assembly	24827	na
EV421scaffold_389	unplaced-scaffold	na	na	JAUEPT010000389.1	<>	na	Primary Assembly	24711	na
EV421scaffold_390	unplaced-scaffold	na	na	JAUEPT010000390.1	<>	na	Primary Assembly	24584	na
EV421scaffold_391	unplaced-scaffold	na	na	JAUEPT010000391.1	<>	na	Primary Assembly	24558	na
EV421scaffold_392	unplaced-scaffold	na	na	JAUEPT010000392.1	<>	na	Primary Assembly	24412	na
EV421scaffold_393	unplaced-scaffold	na	na	JAUEPT010000393.1	<>	na	Primary Assembly	24295	na
EV421scaffold_394	unplaced-scaffold	na	na	JAUEPT010000394.1	<>	na	Primary Assembly	24130	na
EV421scaffold_395	unplaced-scaffold	na	na	JAUEPT010000395.1	<>	na	Primary Assembly	24120	na
EV421scaffold_396	unplaced-scaffold	na	na	JAUEPT010000396.1	<>	na	Primary Assembly	24084	na
EV421scaffold_397	unplaced-scaffold	na	na	JAUEPT010000397.1	<>	na	Primary Assembly	24002	na
EV421scaffold_398	unplaced-scaffold	na	na	JAUEPT010000398.1	<>	na	Primary Assembly	23994	na
EV421scaffold_399	unplaced-scaffold	na	na	JAUEPT010000399.1	<>	na	Primary Assembly	23988	na
EV421scaffold_400	unplaced-scaffold	na	na	JAUEPT010000400.1	<>	na	Primary Assembly	23979	na
EV421scaffold_401	unplaced-scaffold	na	na	JAUEPT010000401.1	<>	na	Primary Assembly	23978	na
EV421scaffold_402	unplaced-scaffold	na	na	JAUEPT010000402.1	<>	na	Primary Assembly	23666	na
EV421scaffold_403	unplaced-scaffold	na	na	JAUEPT010000403.1	<>	na	Primary Assembly	23591	na
EV421scaffold_404	unplaced-scaffold	na	na	JAUEPT010000404.1	<>	na	Primary Assembly	23550	na
EV421scaffold_405	unplaced-scaffold	na	na	JAUEPT010000405.1	<>	na	Primary Assembly	23449	na
EV421scaffold_406	unplaced-scaffold	na	na	JAUEPT010000406.1	<>	na	Primary Assembly	23445	na
EV421scaffold_407	unplaced-scaffold	na	na	JAUEPT010000407.1	<>	na	Primary Assembly	23437	na
EV421scaffold_408	unplaced-scaffold	na	na	JAUEPT010000408.1	<>	na	Primary Assembly	23238	na
EV421scaffold_409	unplaced-scaffold	na	na	JAUEPT010000409.1	<>	na	Primary Assembly	23224	na
EV421scaffold_410	unplaced-scaffold	na	na	JAUEPT010000410.1	<>	na	Primary Assembly	23075	na
EV421scaffold_411	unplaced-scaffold	na	na	JAUEPT010000411.1	<>	na	Primary Assembly	23074	na
EV421scaffold_412	unplaced-scaffold	na	na	JAUEPT010000412.1	<>	na	Primary Assembly	23054	na
EV421scaffold_413	unplaced-scaffold	na	na	JAUEPT010000413.1	<>	na	Primary Assembly	23033	na
EV421scaffold_414	unplaced-scaffold	na	na	JAUEPT010000414.1	<>	na	Primary Assembly	23027	na
EV421scaffold_415	unplaced-scaffold	na	na	JAUEPT010000415.1	<>	na	Primary Assembly	22934	na
EV421scaffold_416	unplaced-scaffold	na	na	JAUEPT010000416.1	<>	na	Primary Assembly	22907	na
EV421scaffold_417	unplaced-scaffold	na	na	JAUEPT010000417.1	<>	na	Primary Assembly	22897	na
EV421scaffold_418	unplaced-scaffold	na	na	JAUEPT010000418.1	<>	na	Primary Assembly	22820	na
EV421scaffold_419	unplaced-scaffold	na	na	JAUEPT010000419.1	<>	na	Primary Assembly	22663	na
EV421scaffold_420	unplaced-scaffold	na	na	JAUEPT010000420.1	<>	na	Primary Assembly	22598	na
EV421scaffold_421	unplaced-scaffold	na	na	JAUEPT010000421.1	<>	na	Primary Assembly	22565	na
EV421scaffold_422	unplaced-scaffold	na	na	JAUEPT010000422.1	<>	na	Primary Assembly	22564	na
EV421scaffold_423	unplaced-scaffold	na	na	JAUEPT010000423.1	<>	na	Primary Assembly	22481	na
EV421scaffold_424	unplaced-scaffold	na	na	JAUEPT010000424.1	<>	na	Primary Assembly	22353	na
EV421scaffold_425	unplaced-scaffold	na	na	JAUEPT010000425.1	<>	na	Primary Assembly	22321	na
EV421scaffold_426	unplaced-scaffold	na	na	JAUEPT010000426.1	<>	na	Primary Assembly	22207	na
EV421scaffold_427	unplaced-scaffold	na	na	JAUEPT010000427.1	<>	na	Primary Assembly	22161	na
EV421scaffold_428	unplaced-scaffold	na	na	JAUEPT010000428.1	<>	na	Primary Assembly	22137	na
EV421scaffold_429	unplaced-scaffold	na	na	JAUEPT010000429.1	<>	na	Primary Assembly	22016	na
EV421scaffold_430	unplaced-scaffold	na	na	JAUEPT010000430.1	<>	na	Primary Assembly	21927	na
EV421scaffold_431	unplaced-scaffold	na	na	JAUEPT010000431.1	<>	na	Primary Assembly	21870	na
EV421scaffold_432	unplaced-scaffold	na	na	JAUEPT010000432.1	<>	na	Primary Assembly	21865	na
EV421scaffold_433	unplaced-scaffold	na	na	JAUEPT010000433.1	<>	na	Primary Assembly	21856	na
EV421scaffold_434	unplaced-scaffold	na	na	JAUEPT010000434.1	<>	na	Primary Assembly	21721	na
EV421scaffold_435	unplaced-scaffold	na	na	JAUEPT010000435.1	<>	na	Primary Assembly	21681	na
EV421scaffold_436	unplaced-scaffold	na	na	JAUEPT010000436.1	<>	na	Primary Assembly	21551	na
EV421scaffold_437	unplaced-scaffold	na	na	JAUEPT010000437.1	<>	na	Primary Assembly	21425	na
EV421scaffold_438	unplaced-scaffold	na	na	JAUEPT010000438.1	<>	na	Primary Assembly	21421	na
EV421scaffold_439	unplaced-scaffold	na	na	JAUEPT010000439.1	<>	na	Primary Assembly	21412	na
EV421scaffold_440	unplaced-scaffold	na	na	JAUEPT010000440.1	<>	na	Primary Assembly	21307	na
EV421scaffold_441	unplaced-scaffold	na	na	JAUEPT010000441.1	<>	na	Primary Assembly	21214	na
EV421scaffold_442	unplaced-scaffold	na	na	JAUEPT010000442.1	<>	na	Primary Assembly	21107	na
EV421scaffold_443	unplaced-scaffold	na	na	JAUEPT010000443.1	<>	na	Primary Assembly	21100	na
EV421scaffold_444	unplaced-scaffold	na	na	JAUEPT010000444.1	<>	na	Primary Assembly	21022	na
EV421scaffold_445	unplaced-scaffold	na	na	JAUEPT010000445.1	<>	na	Primary Assembly	20893	na
EV421scaffold_446	unplaced-scaffold	na	na	JAUEPT010000446.1	<>	na	Primary Assembly	20804	na
EV421scaffold_447	unplaced-scaffold	na	na	JAUEPT010000447.1	<>	na	Primary Assembly	20793	na
EV421scaffold_448	unplaced-scaffold	na	na	JAUEPT010000448.1	<>	na	Primary Assembly	20743	na
EV421scaffold_449	unplaced-scaffold	na	na	JAUEPT010000449.1	<>	na	Primary Assembly	20680	na
EV421scaffold_450	unplaced-scaffold	na	na	JAUEPT010000450.1	<>	na	Primary Assembly	20549	na
EV421scaffold_451	unplaced-scaffold	na	na	JAUEPT010000451.1	<>	na	Primary Assembly	20537	na
EV421scaffold_452	unplaced-scaffold	na	na	JAUEPT010000452.1	<>	na	Primary Assembly	20476	na
EV421scaffold_453	unplaced-scaffold	na	na	JAUEPT010000453.1	<>	na	Primary Assembly	20439	na
EV421scaffold_454	unplaced-scaffold	na	na	JAUEPT010000454.1	<>	na	Primary Assembly	20432	na
EV421scaffold_455	unplaced-scaffold	na	na	JAUEPT010000455.1	<>	na	Primary Assembly	20222	na
EV421scaffold_456	unplaced-scaffold	na	na	JAUEPT010000456.1	<>	na	Primary Assembly	20087	na
EV421scaffold_457	unplaced-scaffold	na	na	JAUEPT010000457.1	<>	na	Primary Assembly	20046	na
EV421scaffold_458	unplaced-scaffold	na	na	JAUEPT010000458.1	<>	na	Primary Assembly	20040	na
EV421scaffold_459	unplaced-scaffold	na	na	JAUEPT010000459.1	<>	na	Primary Assembly	20019	na
EV421scaffold_460	unplaced-scaffold	na	na	JAUEPT010000460.1	<>	na	Primary Assembly	20010	na
EV421scaffold_461	unplaced-scaffold	na	na	JAUEPT010000461.1	<>	na	Primary Assembly	20005	na
EV421scaffold_462	unplaced-scaffold	na	na	JAUEPT010000462.1	<>	na	Primary Assembly	19992	na
EV421scaffold_463	unplaced-scaffold	na	na	JAUEPT010000463.1	<>	na	Primary Assembly	19897	na
EV421scaffold_464	unplaced-scaffold	na	na	JAUEPT010000464.1	<>	na	Primary Assembly	19869	na
EV421scaffold_465	unplaced-scaffold	na	na	JAUEPT010000465.1	<>	na	Primary Assembly	19834	na
EV421scaffold_466	unplaced-scaffold	na	na	JAUEPT010000466.1	<>	na	Primary Assembly	19818	na
EV421scaffold_467	unplaced-scaffold	na	na	JAUEPT010000467.1	<>	na	Primary Assembly	19775	na
EV421scaffold_468	unplaced-scaffold	na	na	JAUEPT010000468.1	<>	na	Primary Assembly	19733	na
EV421scaffold_469	unplaced-scaffold	na	na	JAUEPT010000469.1	<>	na	Primary Assembly	19682	na
EV421scaffold_470	unplaced-scaffold	na	na	JAUEPT010000470.1	<>	na	Primary Assembly	19661	na
EV421scaffold_471	unplaced-scaffold	na	na	JAUEPT010000471.1	<>	na	Primary Assembly	19575	na
EV421scaffold_472	unplaced-scaffold	na	na	JAUEPT010000472.1	<>	na	Primary Assembly	19516	na
EV421scaffold_473	unplaced-scaffold	na	na	JAUEPT010000473.1	<>	na	Primary Assembly	19501	na
EV421scaffold_474	unplaced-scaffold	na	na	JAUEPT010000474.1	<>	na	Primary Assembly	19446	na
EV421scaffold_475	unplaced-scaffold	na	na	JAUEPT010000475.1	<>	na	Primary Assembly	19421	na
EV421scaffold_476	unplaced-scaffold	na	na	JAUEPT010000476.1	<>	na	Primary Assembly	19389	na
EV421scaffold_477	unplaced-scaffold	na	na	JAUEPT010000477.1	<>	na	Primary Assembly	19360	na
EV421scaffold_478	unplaced-scaffold	na	na	JAUEPT010000478.1	<>	na	Primary Assembly	19294	na
EV421scaffold_479	unplaced-scaffold	na	na	JAUEPT010000479.1	<>	na	Primary Assembly	19268	na
EV421scaffold_480	unplaced-scaffold	na	na	JAUEPT010000480.1	<>	na	Primary Assembly	19249	na
EV421scaffold_481	unplaced-scaffold	na	na	JAUEPT010000481.1	<>	na	Primary Assembly	19223	na
EV421scaffold_482	unplaced-scaffold	na	na	JAUEPT010000482.1	<>	na	Primary Assembly	19138	na
EV421scaffold_483	unplaced-scaffold	na	na	JAUEPT010000483.1	<>	na	Primary Assembly	19129	na
EV421scaffold_484	unplaced-scaffold	na	na	JAUEPT010000484.1	<>	na	Primary Assembly	19018	na
EV421scaffold_485	unplaced-scaffold	na	na	JAUEPT010000485.1	<>	na	Primary Assembly	19005	na
EV421scaffold_486	unplaced-scaffold	na	na	JAUEPT010000486.1	<>	na	Primary Assembly	18994	na
EV421scaffold_487	unplaced-scaffold	na	na	JAUEPT010000487.1	<>	na	Primary Assembly	18992	na
EV421scaffold_488	unplaced-scaffold	na	na	JAUEPT010000488.1	<>	na	Primary Assembly	18891	na
