# Assembly name:  Armmel1
# Organism name:  Armillaria mellea (basidiomycete fungi)
# Infraspecific name:  strain=ELDO17
# Taxid:          47429
# BioSample:      SAMN12812551
# BioProject:     PRJNA571622
# Submitter:      DOE Joint Genome Institute
# Date:           2023-07-05
# Assembly type:  haploid
# Release type:   major
# Assembly level: Contig
# Genome representation: full
# WGS project:    JAUDZF01
# Assembly method: Falcon v. 1.2.3
# Expected final version: no
# Genome coverage: 125.27x
# Sequencing technology: PacBio
# RefSeq category: Representative Genome
# GenBank assembly accession: GCA_030407055.1
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_030407155.1		Primary Assembly
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
F5146scaffold_314	unplaced-scaffold	na	na	JAUDZF010000314.1	<>	na	Primary Assembly	25191	na
F5146scaffold_315	unplaced-scaffold	na	na	JAUDZF010000315.1	<>	na	Primary Assembly	25162	na
F5146scaffold_316	unplaced-scaffold	na	na	JAUDZF010000316.1	<>	na	Primary Assembly	25113	na
F5146scaffold_317	unplaced-scaffold	na	na	JAUDZF010000317.1	<>	na	Primary Assembly	25093	na
F5146scaffold_318	unplaced-scaffold	na	na	JAUDZF010000318.1	<>	na	Primary Assembly	25079	na
F5146scaffold_319	unplaced-scaffold	na	na	JAUDZF010000319.1	<>	na	Primary Assembly	25073	na
F5146scaffold_32	unplaced-scaffold	na	na	JAUDZF010000032.1	<>	na	Primary Assembly	160296	na
F5146scaffold_320	unplaced-scaffold	na	na	JAUDZF010000320.1	<>	na	Primary Assembly	25014	na
F5146scaffold_321	unplaced-scaffold	na	na	JAUDZF010000321.1	<>	na	Primary Assembly	25001	na
F5146scaffold_322	unplaced-scaffold	na	na	JAUDZF010000322.1	<>	na	Primary Assembly	24817	na
F5146scaffold_323	unplaced-scaffold	na	na	JAUDZF010000323.1	<>	na	Primary Assembly	24723	na
F5146scaffold_324	unplaced-scaffold	na	na	JAUDZF010000324.1	<>	na	Primary Assembly	24680	na
F5146scaffold_325	unplaced-scaffold	na	na	JAUDZF010000325.1	<>	na	Primary Assembly	24620	na
F5146scaffold_326	unplaced-scaffold	na	na	JAUDZF010000326.1	<>	na	Primary Assembly	24601	na
F5146scaffold_327	unplaced-scaffold	na	na	JAUDZF010000327.1	<>	na	Primary Assembly	24428	na
F5146scaffold_328	unplaced-scaffold	na	na	JAUDZF010000328.1	<>	na	Primary Assembly	24413	na
F5146scaffold_329	unplaced-scaffold	na	na	JAUDZF010000329.1	<>	na	Primary Assembly	24376	na
F5146scaffold_33	unplaced-scaffold	na	na	JAUDZF010000033.1	<>	na	Primary Assembly	146919	na
F5146scaffold_330	unplaced-scaffold	na	na	JAUDZF010000330.1	<>	na	Primary Assembly	24342	na
F5146scaffold_331	unplaced-scaffold	na	na	JAUDZF010000331.1	<>	na	Primary Assembly	24282	na
F5146scaffold_332	unplaced-scaffold	na	na	JAUDZF010000332.1	<>	na	Primary Assembly	24261	na
F5146scaffold_333	unplaced-scaffold	na	na	JAUDZF010000333.1	<>	na	Primary Assembly	24232	na
F5146scaffold_334	unplaced-scaffold	na	na	JAUDZF010000334.1	<>	na	Primary Assembly	24212	na
F5146scaffold_335	unplaced-scaffold	na	na	JAUDZF010000335.1	<>	na	Primary Assembly	24108	na
F5146scaffold_336	unplaced-scaffold	na	na	JAUDZF010000336.1	<>	na	Primary Assembly	24089	na
F5146scaffold_337	unplaced-scaffold	na	na	JAUDZF010000337.1	<>	na	Primary Assembly	24073	na
F5146scaffold_338	unplaced-scaffold	na	na	JAUDZF010000338.1	<>	na	Primary Assembly	24067	na
F5146scaffold_339	unplaced-scaffold	na	na	JAUDZF010000339.1	<>	na	Primary Assembly	24001	na
F5146scaffold_34	unplaced-scaffold	na	na	JAUDZF010000034.1	<>	na	Primary Assembly	146421	na
F5146scaffold_340	unplaced-scaffold	na	na	JAUDZF010000340.1	<>	na	Primary Assembly	23958	na
F5146scaffold_341	unplaced-scaffold	na	na	JAUDZF010000341.1	<>	na	Primary Assembly	23783	na
F5146scaffold_342	unplaced-scaffold	na	na	JAUDZF010000342.1	<>	na	Primary Assembly	23775	na
F5146scaffold_343	unplaced-scaffold	na	na	JAUDZF010000343.1	<>	na	Primary Assembly	23772	na
F5146scaffold_344	unplaced-scaffold	na	na	JAUDZF010000344.1	<>	na	Primary Assembly	23715	na
F5146scaffold_345	unplaced-scaffold	na	na	JAUDZF010000345.1	<>	na	Primary Assembly	23631	na
F5146scaffold_346	unplaced-scaffold	na	na	JAUDZF010000346.1	<>	na	Primary Assembly	23234	na
F5146scaffold_347	unplaced-scaffold	na	na	JAUDZF010000347.1	<>	na	Primary Assembly	23199	na
F5146scaffold_348	unplaced-scaffold	na	na	JAUDZF010000348.1	<>	na	Primary Assembly	23167	na
F5146scaffold_349	unplaced-scaffold	na	na	JAUDZF010000349.1	<>	na	Primary Assembly	23153	na
F5146scaffold_35	unplaced-scaffold	na	na	JAUDZF010000035.1	<>	na	Primary Assembly	145805	na
F5146scaffold_350	unplaced-scaffold	na	na	JAUDZF010000350.1	<>	na	Primary Assembly	23152	na
F5146scaffold_351	unplaced-scaffold	na	na	JAUDZF010000351.1	<>	na	Primary Assembly	23077	na
F5146scaffold_352	unplaced-scaffold	na	na	JAUDZF010000352.1	<>	na	Primary Assembly	23009	na
F5146scaffold_353	unplaced-scaffold	na	na	JAUDZF010000353.1	<>	na	Primary Assembly	23007	na
F5146scaffold_354	unplaced-scaffold	na	na	JAUDZF010000354.1	<>	na	Primary Assembly	22926	na
F5146scaffold_355	unplaced-scaffold	na	na	JAUDZF010000355.1	<>	na	Primary Assembly	22894	na
F5146scaffold_356	unplaced-scaffold	na	na	JAUDZF010000356.1	<>	na	Primary Assembly	22832	na
F5146scaffold_357	unplaced-scaffold	na	na	JAUDZF010000357.1	<>	na	Primary Assembly	22339	na
F5146scaffold_358	unplaced-scaffold	na	na	JAUDZF010000358.1	<>	na	Primary Assembly	22335	na
F5146scaffold_359	unplaced-scaffold	na	na	JAUDZF010000359.1	<>	na	Primary Assembly	22281	na
F5146scaffold_36	unplaced-scaffold	na	na	JAUDZF010000036.1	<>	na	Primary Assembly	145439	na
F5146scaffold_360	unplaced-scaffold	na	na	JAUDZF010000360.1	<>	na	Primary Assembly	22256	na
F5146scaffold_361	unplaced-scaffold	na	na	JAUDZF010000361.1	<>	na	Primary Assembly	22178	na
F5146scaffold_362	unplaced-scaffold	na	na	JAUDZF010000362.1	<>	na	Primary Assembly	22172	na
F5146scaffold_363	unplaced-scaffold	na	na	JAUDZF010000363.1	<>	na	Primary Assembly	22169	na
F5146scaffold_364	unplaced-scaffold	na	na	JAUDZF010000364.1	<>	na	Primary Assembly	22143	na
F5146scaffold_365	unplaced-scaffold	na	na	JAUDZF010000365.1	<>	na	Primary Assembly	22053	na
F5146scaffold_366	unplaced-scaffold	na	na	JAUDZF010000366.1	<>	na	Primary Assembly	21960	na
F5146scaffold_367	unplaced-scaffold	na	na	JAUDZF010000367.1	<>	na	Primary Assembly	21889	na
F5146scaffold_368	unplaced-scaffold	na	na	JAUDZF010000368.1	<>	na	Primary Assembly	21839	na
F5146scaffold_369	unplaced-scaffold	na	na	JAUDZF010000369.1	<>	na	Primary Assembly	21791	na
F5146scaffold_37	unplaced-scaffold	na	na	JAUDZF010000037.1	<>	na	Primary Assembly	140676	na
F5146scaffold_370	unplaced-scaffold	na	na	JAUDZF010000370.1	<>	na	Primary Assembly	21785	na
F5146scaffold_371	unplaced-scaffold	na	na	JAUDZF010000371.1	<>	na	Primary Assembly	21685	na
F5146scaffold_372	unplaced-scaffold	na	na	JAUDZF010000372.1	<>	na	Primary Assembly	21684	na
F5146scaffold_373	unplaced-scaffold	na	na	JAUDZF010000373.1	<>	na	Primary Assembly	21667	na
F5146scaffold_374	unplaced-scaffold	na	na	JAUDZF010000374.1	<>	na	Primary Assembly	21567	na
F5146scaffold_375	unplaced-scaffold	na	na	JAUDZF010000375.1	<>	na	Primary Assembly	21438	na
F5146scaffold_376	unplaced-scaffold	na	na	JAUDZF010000376.1	<>	na	Primary Assembly	21390	na
F5146scaffold_377	unplaced-scaffold	na	na	JAUDZF010000377.1	<>	na	Primary Assembly	21196	na
F5146scaffold_378	unplaced-scaffold	na	na	JAUDZF010000378.1	<>	na	Primary Assembly	21111	na
F5146scaffold_379	unplaced-scaffold	na	na	JAUDZF010000379.1	<>	na	Primary Assembly	21006	na
F5146scaffold_38	unplaced-scaffold	na	na	JAUDZF010000038.1	<>	na	Primary Assembly	139967	na
F5146scaffold_380	unplaced-scaffold	na	na	JAUDZF010000380.1	<>	na	Primary Assembly	20999	na
F5146scaffold_381	unplaced-scaffold	na	na	JAUDZF010000381.1	<>	na	Primary Assembly	20912	na
F5146scaffold_382	unplaced-scaffold	na	na	JAUDZF010000382.1	<>	na	Primary Assembly	20858	na
F5146scaffold_383	unplaced-scaffold	na	na	JAUDZF010000383.1	<>	na	Primary Assembly	20689	na
F5146scaffold_384	unplaced-scaffold	na	na	JAUDZF010000384.1	<>	na	Primary Assembly	20572	na
F5146scaffold_385	unplaced-scaffold	na	na	JAUDZF010000385.1	<>	na	Primary Assembly	20507	na
F5146scaffold_386	unplaced-scaffold	na	na	JAUDZF010000386.1	<>	na	Primary Assembly	20487	na
F5146scaffold_387	unplaced-scaffold	na	na	JAUDZF010000387.1	<>	na	Primary Assembly	20431	na
F5146scaffold_388	unplaced-scaffold	na	na	JAUDZF010000388.1	<>	na	Primary Assembly	20365	na
F5146scaffold_389	unplaced-scaffold	na	na	JAUDZF010000389.1	<>	na	Primary Assembly	20236	na
F5146scaffold_39	unplaced-scaffold	na	na	JAUDZF010000039.1	<>	na	Primary Assembly	138234	na
F5146scaffold_390	unplaced-scaffold	na	na	JAUDZF010000390.1	<>	na	Primary Assembly	20138	na
F5146scaffold_391	unplaced-scaffold	na	na	JAUDZF010000391.1	<>	na	Primary Assembly	20135	na
F5146scaffold_392	unplaced-scaffold	na	na	JAUDZF010000392.1	<>	na	Primary Assembly	20072	na
F5146scaffold_393	unplaced-scaffold	na	na	JAUDZF010000393.1	<>	na	Primary Assembly	19933	na
F5146scaffold_394	unplaced-scaffold	na	na	JAUDZF010000394.1	<>	na	Primary Assembly	19919	na
F5146scaffold_395	unplaced-scaffold	na	na	JAUDZF010000395.1	<>	na	Primary Assembly	19844	na
F5146scaffold_396	unplaced-scaffold	na	na	JAUDZF010000396.1	<>	na	Primary Assembly	19504	na
F5146scaffold_397	unplaced-scaffold	na	na	JAUDZF010000397.1	<>	na	Primary Assembly	19405	na
F5146scaffold_398	unplaced-scaffold	na	na	JAUDZF010000398.1	<>	na	Primary Assembly	19294	na
F5146scaffold_399	unplaced-scaffold	na	na	JAUDZF010000399.1	<>	na	Primary Assembly	19266	na
F5146scaffold_4	unplaced-scaffold	na	na	JAUDZF010000004.1	<>	na	Primary Assembly	4845520	na
F5146scaffold_40	unplaced-scaffold	na	na	JAUDZF010000040.1	<>	na	Primary Assembly	135379	na
F5146scaffold_400	unplaced-scaffold	na	na	JAUDZF010000400.1	<>	na	Primary Assembly	19184	na
F5146scaffold_401	unplaced-scaffold	na	na	JAUDZF010000401.1	<>	na	Primary Assembly	18923	na
F5146scaffold_402	unplaced-scaffold	na	na	JAUDZF010000402.1	<>	na	Primary Assembly	18898	na
F5146scaffold_403	unplaced-scaffold	na	na	JAUDZF010000403.1	<>	na	Primary Assembly	18804	na
F5146scaffold_404	unplaced-scaffold	na	na	JAUDZF010000404.1	<>	na	Primary Assembly	18757	na
F5146scaffold_405	unplaced-scaffold	na	na	JAUDZF010000405.1	<>	na	Primary Assembly	18577	na
F5146scaffold_406	unplaced-scaffold	na	na	JAUDZF010000406.1	<>	na	Primary Assembly	18033	na
F5146scaffold_407	unplaced-scaffold	na	na	JAUDZF010000407.1	<>	na	Primary Assembly	17762	na
F5146scaffold_408	unplaced-scaffold	na	na	JAUDZF010000408.1	<>	na	Primary Assembly	17590	na
F5146scaffold_409	unplaced-scaffold	na	na	JAUDZF010000409.1	<>	na	Primary Assembly	17545	na
F5146scaffold_41	unplaced-scaffold	na	na	JAUDZF010000041.1	<>	na	Primary Assembly	132527	na
F5146scaffold_410	unplaced-scaffold	na	na	JAUDZF010000410.1	<>	na	Primary Assembly	17488	na
F5146scaffold_411	unplaced-scaffold	na	na	JAUDZF010000411.1	<>	na	Primary Assembly	17268	na
F5146scaffold_412	unplaced-scaffold	na	na	JAUDZF010000412.1	<>	na	Primary Assembly	17117	na
F5146scaffold_413	unplaced-scaffold	na	na	JAUDZF010000413.1	<>	na	Primary Assembly	17097	na
F5146scaffold_414	unplaced-scaffold	na	na	JAUDZF010000414.1	<>	na	Primary Assembly	16994	na
F5146scaffold_415	unplaced-scaffold	na	na	JAUDZF010000415.1	<>	na	Primary Assembly	16969	na
F5146scaffold_416	unplaced-scaffold	na	na	JAUDZF010000416.1	<>	na	Primary Assembly	16851	na
F5146scaffold_417	unplaced-scaffold	na	na	JAUDZF010000417.1	<>	na	Primary Assembly	16756	na
F5146scaffold_418	unplaced-scaffold	na	na	JAUDZF010000418.1	<>	na	Primary Assembly	16704	na
F5146scaffold_419	unplaced-scaffold	na	na	JAUDZF010000419.1	<>	na	Primary Assembly	16650	na
F5146scaffold_42	unplaced-scaffold	na	na	JAUDZF010000042.1	<>	na	Primary Assembly	130777	na
F5146scaffold_420	unplaced-scaffold	na	na	JAUDZF010000420.1	<>	na	Primary Assembly	16635	na
F5146scaffold_421	unplaced-scaffold	na	na	JAUDZF010000421.1	<>	na	Primary Assembly	16442	na
F5146scaffold_422	unplaced-scaffold	na	na	JAUDZF010000422.1	<>	na	Primary Assembly	16268	na
F5146scaffold_423	unplaced-scaffold	na	na	JAUDZF010000423.1	<>	na	Primary Assembly	15899	na
F5146scaffold_424	unplaced-scaffold	na	na	JAUDZF010000424.1	<>	na	Primary Assembly	15621	na
F5146scaffold_425	unplaced-scaffold	na	na	JAUDZF010000425.1	<>	na	Primary Assembly	15582	na
F5146scaffold_426	unplaced-scaffold	na	na	JAUDZF010000426.1	<>	na	Primary Assembly	15314	na
F5146scaffold_427	unplaced-scaffold	na	na	JAUDZF010000427.1	<>	na	Primary Assembly	14635	na
F5146scaffold_428	unplaced-scaffold	na	na	JAUDZF010000428.1	<>	na	Primary Assembly	15126	na
F5146scaffold_429	unplaced-scaffold	na	na	JAUDZF010000429.1	<>	na	Primary Assembly	14665	na
F5146scaffold_43	unplaced-scaffold	na	na	JAUDZF010000043.1	<>	na	Primary Assembly	129843	na
F5146scaffold_430	unplaced-scaffold	na	na	JAUDZF010000430.1	<>	na	Primary Assembly	14629	na
F5146scaffold_431	unplaced-scaffold	na	na	JAUDZF010000431.1	<>	na	Primary Assembly	14561	na
F5146scaffold_432	unplaced-scaffold	na	na	JAUDZF010000432.1	<>	na	Primary Assembly	14560	na
F5146scaffold_433	unplaced-scaffold	na	na	JAUDZF010000433.1	<>	na	Primary Assembly	14302	na
F5146scaffold_434	unplaced-scaffold	na	na	JAUDZF010000434.1	<>	na	Primary Assembly	14148	na
F5146scaffold_435	unplaced-scaffold	na	na	JAUDZF010000435.1	<>	na	Primary Assembly	13950	na
F5146scaffold_436	unplaced-scaffold	na	na	JAUDZF010000436.1	<>	na	Primary Assembly	12004	na
F5146scaffold_437	unplaced-scaffold	na	na	JAUDZF010000437.1	<>	na	Primary Assembly	13923	na
F5146scaffold_438	unplaced-scaffold	na	na	JAUDZF010000438.1	<>	na	Primary Assembly	13077	na
F5146scaffold_439	unplaced-scaffold	na	na	JAUDZF010000439.1	<>	na	Primary Assembly	13062	na
F5146scaffold_44	unplaced-scaffold	na	na	JAUDZF010000044.1	<>	na	Primary Assembly	127927	na
F5146scaffold_440	unplaced-scaffold	na	na	JAUDZF010000440.1	<>	na	Primary Assembly	13015	na
F5146scaffold_441	unplaced-scaffold	na	na	JAUDZF010000441.1	<>	na	Primary Assembly	12879	na
F5146scaffold_442	unplaced-scaffold	na	na	JAUDZF010000442.1	<>	na	Primary Assembly	12490	na
F5146scaffold_443	unplaced-scaffold	na	na	JAUDZF010000443.1	<>	na	Primary Assembly	12374	na
F5146scaffold_444	unplaced-scaffold	na	na	JAUDZF010000444.1	<>	na	Primary Assembly	12027	na
F5146scaffold_445	unplaced-scaffold	na	na	JAUDZF010000445.1	<>	na	Primary Assembly	11993	na
F5146scaffold_446	unplaced-scaffold	na	na	JAUDZF010000446.1	<>	na	Primary Assembly	11759	na
F5146scaffold_447	unplaced-scaffold	na	na	JAUDZF010000447.1	<>	na	Primary Assembly	11674	na
F5146scaffold_448	unplaced-scaffold	na	na	JAUDZF010000448.1	<>	na	Primary Assembly	11452	na
F5146scaffold_449	unplaced-scaffold	na	na	JAUDZF010000449.1	<>	na	Primary Assembly	11251	na
F5146scaffold_45	unplaced-scaffold	na	na	JAUDZF010000045.1	<>	na	Primary Assembly	126228	na
F5146scaffold_450	unplaced-scaffold	na	na	JAUDZF010000450.1	<>	na	Primary Assembly	11031	na
F5146scaffold_451	unplaced-scaffold	na	na	JAUDZF010000451.1	<>	na	Primary Assembly	10820	na
F5146scaffold_452	unplaced-scaffold	na	na	JAUDZF010000452.1	<>	na	Primary Assembly	10689	na
F5146scaffold_453	unplaced-scaffold	na	na	JAUDZF010000453.1	<>	na	Primary Assembly	10433	na
F5146scaffold_454	unplaced-scaffold	na	na	JAUDZF010000454.1	<>	na	Primary Assembly	10425	na
F5146scaffold_455	unplaced-scaffold	na	na	JAUDZF010000455.1	<>	na	Primary Assembly	10275	na
F5146scaffold_456	unplaced-scaffold	na	na	JAUDZF010000456.1	<>	na	Primary Assembly	10114	na
F5146scaffold_457	unplaced-scaffold	na	na	JAUDZF010000457.1	<>	na	Primary Assembly	10058	na
F5146scaffold_458	unplaced-scaffold	na	na	JAUDZF010000458.1	<>	na	Primary Assembly	9906	na
F5146scaffold_459	unplaced-scaffold	na	na	JAUDZF010000459.1	<>	na	Primary Assembly	9849	na
F5146scaffold_46	unplaced-scaffold	na	na	JAUDZF010000046.1	<>	na	Primary Assembly	125478	na
F5146scaffold_460	unplaced-scaffold	na	na	JAUDZF010000460.1	<>	na	Primary Assembly	9628	na
F5146scaffold_461	unplaced-scaffold	na	na	JAUDZF010000461.1	<>	na	Primary Assembly	9186	na
F5146scaffold_462	unplaced-scaffold	na	na	JAUDZF010000462.1	<>	na	Primary Assembly	9137	na
F5146scaffold_463	unplaced-scaffold	na	na	JAUDZF010000463.1	<>	na	Primary Assembly	9094	na
F5146scaffold_464	unplaced-scaffold	na	na	JAUDZF010000464.1	<>	na	Primary Assembly	9026	na
F5146scaffold_465	unplaced-scaffold	na	na	JAUDZF010000465.1	<>	na	Primary Assembly	8618	na
F5146scaffold_466	unplaced-scaffold	na	na	JAUDZF010000466.1	<>	na	Primary Assembly	8603	na
F5146scaffold_467	unplaced-scaffold	na	na	JAUDZF010000467.1	<>	na	Primary Assembly	8380	na
F5146scaffold_468	unplaced-scaffold	na	na	JAUDZF010000468.1	<>	na	Primary Assembly	8172	na
F5146scaffold_469	unplaced-scaffold	na	na	JAUDZF010000469.1	<>	na	Primary Assembly	6830	na
F5146scaffold_47	unplaced-scaffold	na	na	JAUDZF010000047.1	<>	na	Primary Assembly	115648	na
F5146scaffold_470	unplaced-scaffold	na	na	JAUDZF010000470.1	<>	na	Primary Assembly	6027	na
F5146scaffold_471	unplaced-scaffold	na	na	JAUDZF010000471.1	<>	na	Primary Assembly	4935	na
F5146scaffold_472	unplaced-scaffold	na	na	JAUDZF010000472.1	<>	na	Primary Assembly	5350	na
F5146scaffold_473	unplaced-scaffold	na	na	JAUDZF010000473.1	<>	na	Primary Assembly	4932	na
F5146scaffold_474	unplaced-scaffold	na	na	JAUDZF010000474.1	<>	na	Primary Assembly	1429	na
F5146scaffold_48	unplaced-scaffold	na	na	JAUDZF010000048.1	<>	na	Primary Assembly	115524	na
F5146scaffold_49	unplaced-scaffold	na	na	JAUDZF010000049.1	<>	na	Primary Assembly	112903	na
F5146scaffold_5	unplaced-scaffold	na	na	JAUDZF010000005.1	<>	na	Primary Assembly	4696043	na
F5146scaffold_50	unplaced-scaffold	na	na	JAUDZF010000050.1	<>	na	Primary Assembly	112130	na
F5146scaffold_51	unplaced-scaffold	na	na	JAUDZF010000051.1	<>	na	Primary Assembly	109288	na
F5146scaffold_52	unplaced-scaffold	na	na	JAUDZF010000052.1	<>	na	Primary Assembly	106884	na
F5146scaffold_53	unplaced-scaffold	na	na	JAUDZF010000053.1	<>	na	Primary Assembly	104362	na
F5146scaffold_54	unplaced-scaffold	na	na	JAUDZF010000054.1	<>	na	Primary Assembly	103842	na
F5146scaffold_55	unplaced-scaffold	na	na	JAUDZF010000055.1	<>	na	Primary Assembly	102435	na
F5146scaffold_56	unplaced-scaffold	na	na	JAUDZF010000056.1	<>	na	Primary Assembly	101624	na
F5146scaffold_57	unplaced-scaffold	na	na	JAUDZF010000057.1	<>	na	Primary Assembly	101162	na
F5146scaffold_58	unplaced-scaffold	na	na	JAUDZF010000058.1	<>	na	Primary Assembly	101045	na
F5146scaffold_59	unplaced-scaffold	na	na	JAUDZF010000059.1	<>	na	Primary Assembly	97942	na
F5146scaffold_6	unplaced-scaffold	na	na	JAUDZF010000006.1	<>	na	Primary Assembly	3569584	na
F5146scaffold_60	unplaced-scaffold	na	na	JAUDZF010000060.1	<>	na	Primary Assembly	95522	na
F5146scaffold_61	unplaced-scaffold	na	na	JAUDZF010000061.1	<>	na	Primary Assembly	95190	na
F5146scaffold_62	unplaced-scaffold	na	na	JAUDZF010000062.1	<>	na	Primary Assembly	92547	na
F5146scaffold_63	unplaced-scaffold	na	na	JAUDZF010000063.1	<>	na	Primary Assembly	92314	na
F5146scaffold_64	unplaced-scaffold	na	na	JAUDZF010000064.1	<>	na	Primary Assembly	91591	na
F5146scaffold_65	unplaced-scaffold	na	na	JAUDZF010000065.1	<>	na	Primary Assembly	91050	na
F5146scaffold_66	unplaced-scaffold	na	na	JAUDZF010000066.1	<>	na	Primary Assembly	90879	na
F5146scaffold_67	unplaced-scaffold	na	na	JAUDZF010000067.1	<>	na	Primary Assembly	87306	na
F5146scaffold_68	unplaced-scaffold	na	na	JAUDZF010000068.1	<>	na	Primary Assembly	85494	na
F5146scaffold_69	unplaced-scaffold	na	na	JAUDZF010000069.1	<>	na	Primary Assembly	83508	na
F5146scaffold_7	unplaced-scaffold	na	na	JAUDZF010000007.1	<>	na	Primary Assembly	3174697	na
F5146scaffold_70	unplaced-scaffold	na	na	JAUDZF010000070.1	<>	na	Primary Assembly	83213	na
F5146scaffold_71	unplaced-scaffold	na	na	JAUDZF010000071.1	<>	na	Primary Assembly	81846	na
F5146scaffold_72	unplaced-scaffold	na	na	JAUDZF010000072.1	<>	na	Primary Assembly	81274	na
F5146scaffold_73	unplaced-scaffold	na	na	JAUDZF010000073.1	<>	na	Primary Assembly	80585	na
F5146scaffold_74	unplaced-scaffold	na	na	JAUDZF010000074.1	<>	na	Primary Assembly	80117	na
F5146scaffold_75	unplaced-scaffold	na	na	JAUDZF010000075.1	<>	na	Primary Assembly	78774	na
F5146scaffold_76	unplaced-scaffold	na	na	JAUDZF010000076.1	<>	na	Primary Assembly	78367	na
F5146scaffold_77	unplaced-scaffold	na	na	JAUDZF010000077.1	<>	na	Primary Assembly	77282	na
F5146scaffold_78	unplaced-scaffold	na	na	JAUDZF010000078.1	<>	na	Primary Assembly	77010	na
F5146scaffold_79	unplaced-scaffold	na	na	JAUDZF010000079.1	<>	na	Primary Assembly	76945	na
F5146scaffold_8	unplaced-scaffold	na	na	JAUDZF010000008.1	<>	na	Primary Assembly	2540624	na
F5146scaffold_80	unplaced-scaffold	na	na	JAUDZF010000080.1	<>	na	Primary Assembly	75243	na
F5146scaffold_81	unplaced-scaffold	na	na	JAUDZF010000081.1	<>	na	Primary Assembly	74905	na
F5146scaffold_82	unplaced-scaffold	na	na	JAUDZF010000082.1	<>	na	Primary Assembly	74588	na
F5146scaffold_83	unplaced-scaffold	na	na	JAUDZF010000083.1	<>	na	Primary Assembly	74261	na
F5146scaffold_84	unplaced-scaffold	na	na	JAUDZF010000084.1	<>	na	Primary Assembly	73130	na
F5146scaffold_85	unplaced-scaffold	na	na	JAUDZF010000085.1	<>	na	Primary Assembly	72940	na
F5146scaffold_86	unplaced-scaffold	na	na	JAUDZF010000086.1	<>	na	Primary Assembly	72634	na
F5146scaffold_87	unplaced-scaffold	na	na	JAUDZF010000087.1	<>	na	Primary Assembly	71711	na
F5146scaffold_88	unplaced-scaffold	na	na	JAUDZF010000088.1	<>	na	Primary Assembly	70161	na
F5146scaffold_89	unplaced-scaffold	na	na	JAUDZF010000089.1	<>	na	Primary Assembly	69865	na
F5146scaffold_9	unplaced-scaffold	na	na	JAUDZF010000009.1	<>	na	Primary Assembly	2427087	na
F5146scaffold_90	unplaced-scaffold	na	na	JAUDZF010000090.1	<>	na	Primary Assembly	69778	na
F5146scaffold_91	unplaced-scaffold	na	na	JAUDZF010000091.1	<>	na	Primary Assembly	69274	na
F5146scaffold_92	unplaced-scaffold	na	na	JAUDZF010000092.1	<>	na	Primary Assembly	68761	na
F5146scaffold_93	unplaced-scaffold	na	na	JAUDZF010000093.1	<>	na	Primary Assembly	68437	na
F5146scaffold_94	unplaced-scaffold	na	na	JAUDZF010000094.1	<>	na	Primary Assembly	68417	na
F5146scaffold_95	unplaced-scaffold	na	na	JAUDZF010000095.1	<>	na	Primary Assembly	66259	na
F5146scaffold_96	unplaced-scaffold	na	na	JAUDZF010000096.1	<>	na	Primary Assembly	66043	na
F5146scaffold_97	unplaced-scaffold	na	na	JAUDZF010000097.1	<>	na	Primary Assembly	65728	na
F5146scaffold_98	unplaced-scaffold	na	na	JAUDZF010000098.1	<>	na	Primary Assembly	64993	na
F5146scaffold_99	unplaced-scaffold	na	na	JAUDZF010000099.1	<>	na	Primary Assembly	64516	na
