# Assembly name:  Armnov1
# Organism name:  Armillaria novae-zelandiae (basidiomycete fungi)
# Infraspecific name:  strain=ICMP 16352
# Taxid:          153914
# BioSample:      SAMN16773852
# BioProject:     PRJNA677793
# Submitter:      DOE Joint Genome Institute
# Date:           2023-07-11
# Assembly type:  haploid
# Release type:   major
# Assembly level: Contig
# Genome representation: full
# WGS project:    JAUEPR01
# Assembly method: Falcon v. 1.2.3
# Expected final version: no
# Genome coverage: 251.62x
# Sequencing technology: PacBio
# RefSeq category: Representative Genome
# GenBank assembly accession: GCA_030435655.1
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_030435665.1		Primary Assembly
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
IW261scaffold_240	unplaced-scaffold	na	na	JAUEPR010000240.1	<>	na	Primary Assembly	43577	na
IW261scaffold_241	unplaced-scaffold	na	na	JAUEPR010000241.1	<>	na	Primary Assembly	43186	na
IW261scaffold_242	unplaced-scaffold	na	na	JAUEPR010000242.1	<>	na	Primary Assembly	43162	na
IW261scaffold_243	unplaced-scaffold	na	na	JAUEPR010000243.1	<>	na	Primary Assembly	42610	na
IW261scaffold_244	unplaced-scaffold	na	na	JAUEPR010000244.1	<>	na	Primary Assembly	42340	na
IW261scaffold_245	unplaced-scaffold	na	na	JAUEPR010000245.1	<>	na	Primary Assembly	42292	na
IW261scaffold_246	unplaced-scaffold	na	na	JAUEPR010000246.1	<>	na	Primary Assembly	41455	na
IW261scaffold_247	unplaced-scaffold	na	na	JAUEPR010000247.1	<>	na	Primary Assembly	41388	na
IW261scaffold_248	unplaced-scaffold	na	na	JAUEPR010000248.1	<>	na	Primary Assembly	41042	na
IW261scaffold_249	unplaced-scaffold	na	na	JAUEPR010000249.1	<>	na	Primary Assembly	40909	na
IW261scaffold_250	unplaced-scaffold	na	na	JAUEPR010000250.1	<>	na	Primary Assembly	40416	na
IW261scaffold_251	unplaced-scaffold	na	na	JAUEPR010000251.1	<>	na	Primary Assembly	40098	na
IW261scaffold_252	unplaced-scaffold	na	na	JAUEPR010000252.1	<>	na	Primary Assembly	39632	na
IW261scaffold_253	unplaced-scaffold	na	na	JAUEPR010000253.1	<>	na	Primary Assembly	39617	na
IW261scaffold_254	unplaced-scaffold	na	na	JAUEPR010000254.1	<>	na	Primary Assembly	39279	na
IW261scaffold_255	unplaced-scaffold	na	na	JAUEPR010000255.1	<>	na	Primary Assembly	39162	na
IW261scaffold_256	unplaced-scaffold	na	na	JAUEPR010000256.1	<>	na	Primary Assembly	39019	na
IW261scaffold_257	unplaced-scaffold	na	na	JAUEPR010000257.1	<>	na	Primary Assembly	38919	na
IW261scaffold_258	unplaced-scaffold	na	na	JAUEPR010000258.1	<>	na	Primary Assembly	38793	na
IW261scaffold_259	unplaced-scaffold	na	na	JAUEPR010000259.1	<>	na	Primary Assembly	38102	na
IW261scaffold_260	unplaced-scaffold	na	na	JAUEPR010000260.1	<>	na	Primary Assembly	37838	na
IW261scaffold_261	unplaced-scaffold	na	na	JAUEPR010000261.1	<>	na	Primary Assembly	37837	na
IW261scaffold_262	unplaced-scaffold	na	na	JAUEPR010000262.1	<>	na	Primary Assembly	37802	na
IW261scaffold_263	unplaced-scaffold	na	na	JAUEPR010000263.1	<>	na	Primary Assembly	37586	na
IW261scaffold_264	unplaced-scaffold	na	na	JAUEPR010000264.1	<>	na	Primary Assembly	37183	na
IW261scaffold_265	unplaced-scaffold	na	na	JAUEPR010000265.1	<>	na	Primary Assembly	36606	na
IW261scaffold_266	unplaced-scaffold	na	na	JAUEPR010000266.1	<>	na	Primary Assembly	36387	na
IW261scaffold_267	unplaced-scaffold	na	na	JAUEPR010000267.1	<>	na	Primary Assembly	36169	na
IW261scaffold_268	unplaced-scaffold	na	na	JAUEPR010000268.1	<>	na	Primary Assembly	36142	na
IW261scaffold_269	unplaced-scaffold	na	na	JAUEPR010000269.1	<>	na	Primary Assembly	35743	na
IW261scaffold_270	unplaced-scaffold	na	na	JAUEPR010000270.1	<>	na	Primary Assembly	35172	na
IW261scaffold_271	unplaced-scaffold	na	na	JAUEPR010000271.1	<>	na	Primary Assembly	35037	na
IW261scaffold_272	unplaced-scaffold	na	na	JAUEPR010000272.1	<>	na	Primary Assembly	34667	na
IW261scaffold_273	unplaced-scaffold	na	na	JAUEPR010000273.1	<>	na	Primary Assembly	34557	na
IW261scaffold_274	unplaced-scaffold	na	na	JAUEPR010000274.1	<>	na	Primary Assembly	34373	na
IW261scaffold_275	unplaced-scaffold	na	na	JAUEPR010000275.1	<>	na	Primary Assembly	33897	na
IW261scaffold_276	unplaced-scaffold	na	na	JAUEPR010000276.1	<>	na	Primary Assembly	33882	na
IW261scaffold_277	unplaced-scaffold	na	na	JAUEPR010000277.1	<>	na	Primary Assembly	33796	na
IW261scaffold_278	unplaced-scaffold	na	na	JAUEPR010000278.1	<>	na	Primary Assembly	33699	na
IW261scaffold_279	unplaced-scaffold	na	na	JAUEPR010000279.1	<>	na	Primary Assembly	33649	na
IW261scaffold_280	unplaced-scaffold	na	na	JAUEPR010000280.1	<>	na	Primary Assembly	33620	na
IW261scaffold_281	unplaced-scaffold	na	na	JAUEPR010000281.1	<>	na	Primary Assembly	33246	na
IW261scaffold_282	unplaced-scaffold	na	na	JAUEPR010000282.1	<>	na	Primary Assembly	33056	na
IW261scaffold_283	unplaced-scaffold	na	na	JAUEPR010000283.1	<>	na	Primary Assembly	32874	na
IW261scaffold_284	unplaced-scaffold	na	na	JAUEPR010000284.1	<>	na	Primary Assembly	32788	na
IW261scaffold_285	unplaced-scaffold	na	na	JAUEPR010000285.1	<>	na	Primary Assembly	32710	na
IW261scaffold_286	unplaced-scaffold	na	na	JAUEPR010000286.1	<>	na	Primary Assembly	31946	na
IW261scaffold_287	unplaced-scaffold	na	na	JAUEPR010000287.1	<>	na	Primary Assembly	31635	na
IW261scaffold_288	unplaced-scaffold	na	na	JAUEPR010000288.1	<>	na	Primary Assembly	31621	na
IW261scaffold_289	unplaced-scaffold	na	na	JAUEPR010000289.1	<>	na	Primary Assembly	31329	na
IW261scaffold_290	unplaced-scaffold	na	na	JAUEPR010000290.1	<>	na	Primary Assembly	31212	na
IW261scaffold_291	unplaced-scaffold	na	na	JAUEPR010000291.1	<>	na	Primary Assembly	31087	na
IW261scaffold_292	unplaced-scaffold	na	na	JAUEPR010000292.1	<>	na	Primary Assembly	31082	na
IW261scaffold_293	unplaced-scaffold	na	na	JAUEPR010000293.1	<>	na	Primary Assembly	30606	na
IW261scaffold_294	unplaced-scaffold	na	na	JAUEPR010000294.1	<>	na	Primary Assembly	30224	na
IW261scaffold_295	unplaced-scaffold	na	na	JAUEPR010000295.1	<>	na	Primary Assembly	30141	na
IW261scaffold_296	unplaced-scaffold	na	na	JAUEPR010000296.1	<>	na	Primary Assembly	30096	na
IW261scaffold_297	unplaced-scaffold	na	na	JAUEPR010000297.1	<>	na	Primary Assembly	30051	na
IW261scaffold_298	unplaced-scaffold	na	na	JAUEPR010000298.1	<>	na	Primary Assembly	30020	na
IW261scaffold_299	unplaced-scaffold	na	na	JAUEPR010000299.1	<>	na	Primary Assembly	30020	na
IW261scaffold_300	unplaced-scaffold	na	na	JAUEPR010000300.1	<>	na	Primary Assembly	29690	na
IW261scaffold_301	unplaced-scaffold	na	na	JAUEPR010000301.1	<>	na	Primary Assembly	29572	na
IW261scaffold_302	unplaced-scaffold	na	na	JAUEPR010000302.1	<>	na	Primary Assembly	29555	na
IW261scaffold_303	unplaced-scaffold	na	na	JAUEPR010000303.1	<>	na	Primary Assembly	29336	na
IW261scaffold_304	unplaced-scaffold	na	na	JAUEPR010000304.1	<>	na	Primary Assembly	29108	na
IW261scaffold_305	unplaced-scaffold	na	na	JAUEPR010000305.1	<>	na	Primary Assembly	28559	na
IW261scaffold_306	unplaced-scaffold	na	na	JAUEPR010000306.1	<>	na	Primary Assembly	28206	na
IW261scaffold_307	unplaced-scaffold	na	na	JAUEPR010000307.1	<>	na	Primary Assembly	28155	na
IW261scaffold_308	unplaced-scaffold	na	na	JAUEPR010000308.1	<>	na	Primary Assembly	28091	na
IW261scaffold_309	unplaced-scaffold	na	na	JAUEPR010000309.1	<>	na	Primary Assembly	27601	na
IW261scaffold_310	unplaced-scaffold	na	na	JAUEPR010000310.1	<>	na	Primary Assembly	27129	na
IW261scaffold_311	unplaced-scaffold	na	na	JAUEPR010000311.1	<>	na	Primary Assembly	27040	na
IW261scaffold_312	unplaced-scaffold	na	na	JAUEPR010000312.1	<>	na	Primary Assembly	26889	na
IW261scaffold_313	unplaced-scaffold	na	na	JAUEPR010000313.1	<>	na	Primary Assembly	26516	na
IW261scaffold_314	unplaced-scaffold	na	na	JAUEPR010000314.1	<>	na	Primary Assembly	26515	na
IW261scaffold_315	unplaced-scaffold	na	na	JAUEPR010000315.1	<>	na	Primary Assembly	26232	na
IW261scaffold_316	unplaced-scaffold	na	na	JAUEPR010000316.1	<>	na	Primary Assembly	26196	na
IW261scaffold_317	unplaced-scaffold	na	na	JAUEPR010000317.1	<>	na	Primary Assembly	26069	na
IW261scaffold_318	unplaced-scaffold	na	na	JAUEPR010000318.1	<>	na	Primary Assembly	25791	na
IW261scaffold_319	unplaced-scaffold	na	na	JAUEPR010000319.1	<>	na	Primary Assembly	25777	na
IW261scaffold_320	unplaced-scaffold	na	na	JAUEPR010000320.1	<>	na	Primary Assembly	25733	na
IW261scaffold_321	unplaced-scaffold	na	na	JAUEPR010000321.1	<>	na	Primary Assembly	25416	na
IW261scaffold_322	unplaced-scaffold	na	na	JAUEPR010000322.1	<>	na	Primary Assembly	25290	na
IW261scaffold_323	unplaced-scaffold	na	na	JAUEPR010000323.1	<>	na	Primary Assembly	25001	na
IW261scaffold_324	unplaced-scaffold	na	na	JAUEPR010000324.1	<>	na	Primary Assembly	24558	na
IW261scaffold_325	unplaced-scaffold	na	na	JAUEPR010000325.1	<>	na	Primary Assembly	24542	na
IW261scaffold_326	unplaced-scaffold	na	na	JAUEPR010000326.1	<>	na	Primary Assembly	24473	na
IW261scaffold_327	unplaced-scaffold	na	na	JAUEPR010000327.1	<>	na	Primary Assembly	24409	na
IW261scaffold_328	unplaced-scaffold	na	na	JAUEPR010000328.1	<>	na	Primary Assembly	24273	na
IW261scaffold_329	unplaced-scaffold	na	na	JAUEPR010000329.1	<>	na	Primary Assembly	24250	na
IW261scaffold_330	unplaced-scaffold	na	na	JAUEPR010000330.1	<>	na	Primary Assembly	23924	na
IW261scaffold_331	unplaced-scaffold	na	na	JAUEPR010000331.1	<>	na	Primary Assembly	23882	na
IW261scaffold_332	unplaced-scaffold	na	na	JAUEPR010000332.1	<>	na	Primary Assembly	23784	na
IW261scaffold_333	unplaced-scaffold	na	na	JAUEPR010000333.1	<>	na	Primary Assembly	23726	na
IW261scaffold_334	unplaced-scaffold	na	na	JAUEPR010000334.1	<>	na	Primary Assembly	23590	na
IW261scaffold_335	unplaced-scaffold	na	na	JAUEPR010000335.1	<>	na	Primary Assembly	23111	na
IW261scaffold_336	unplaced-scaffold	na	na	JAUEPR010000336.1	<>	na	Primary Assembly	22932	na
IW261scaffold_337	unplaced-scaffold	na	na	JAUEPR010000337.1	<>	na	Primary Assembly	22772	na
IW261scaffold_338	unplaced-scaffold	na	na	JAUEPR010000338.1	<>	na	Primary Assembly	22758	na
IW261scaffold_339	unplaced-scaffold	na	na	JAUEPR010000339.1	<>	na	Primary Assembly	22017	na
IW261scaffold_340	unplaced-scaffold	na	na	JAUEPR010000340.1	<>	na	Primary Assembly	21836	na
IW261scaffold_341	unplaced-scaffold	na	na	JAUEPR010000341.1	<>	na	Primary Assembly	21403	na
IW261scaffold_342	unplaced-scaffold	na	na	JAUEPR010000342.1	<>	na	Primary Assembly	21388	na
IW261scaffold_343	unplaced-scaffold	na	na	JAUEPR010000343.1	<>	na	Primary Assembly	21259	na
IW261scaffold_344	unplaced-scaffold	na	na	JAUEPR010000344.1	<>	na	Primary Assembly	21251	na
IW261scaffold_345	unplaced-scaffold	na	na	JAUEPR010000345.1	<>	na	Primary Assembly	20883	na
IW261scaffold_346	unplaced-scaffold	na	na	JAUEPR010000346.1	<>	na	Primary Assembly	20779	na
IW261scaffold_347	unplaced-scaffold	na	na	JAUEPR010000347.1	<>	na	Primary Assembly	20677	na
IW261scaffold_348	unplaced-scaffold	na	na	JAUEPR010000348.1	<>	na	Primary Assembly	20572	na
IW261scaffold_349	unplaced-scaffold	na	na	JAUEPR010000349.1	<>	na	Primary Assembly	20491	na
IW261scaffold_350	unplaced-scaffold	na	na	JAUEPR010000350.1	<>	na	Primary Assembly	20412	na
IW261scaffold_351	unplaced-scaffold	na	na	JAUEPR010000351.1	<>	na	Primary Assembly	20270	na
IW261scaffold_352	unplaced-scaffold	na	na	JAUEPR010000352.1	<>	na	Primary Assembly	20190	na
IW261scaffold_353	unplaced-scaffold	na	na	JAUEPR010000353.1	<>	na	Primary Assembly	20052	na
IW261scaffold_354	unplaced-scaffold	na	na	JAUEPR010000354.1	<>	na	Primary Assembly	19966	na
IW261scaffold_355	unplaced-scaffold	na	na	JAUEPR010000355.1	<>	na	Primary Assembly	19883	na
IW261scaffold_356	unplaced-scaffold	na	na	JAUEPR010000356.1	<>	na	Primary Assembly	19575	na
IW261scaffold_357	unplaced-scaffold	na	na	JAUEPR010000357.1	<>	na	Primary Assembly	19464	na
IW261scaffold_358	unplaced-scaffold	na	na	JAUEPR010000358.1	<>	na	Primary Assembly	19425	na
IW261scaffold_359	unplaced-scaffold	na	na	JAUEPR010000359.1	<>	na	Primary Assembly	19235	na
IW261scaffold_360	unplaced-scaffold	na	na	JAUEPR010000360.1	<>	na	Primary Assembly	19027	na
IW261scaffold_361	unplaced-scaffold	na	na	JAUEPR010000361.1	<>	na	Primary Assembly	18986	na
IW261scaffold_362	unplaced-scaffold	na	na	JAUEPR010000362.1	<>	na	Primary Assembly	18455	na
IW261scaffold_363	unplaced-scaffold	na	na	JAUEPR010000363.1	<>	na	Primary Assembly	18290	na
IW261scaffold_364	unplaced-scaffold	na	na	JAUEPR010000364.1	<>	na	Primary Assembly	18280	na
IW261scaffold_365	unplaced-scaffold	na	na	JAUEPR010000365.1	<>	na	Primary Assembly	18024	na
IW261scaffold_366	unplaced-scaffold	na	na	JAUEPR010000366.1	<>	na	Primary Assembly	17756	na
IW261scaffold_367	unplaced-scaffold	na	na	JAUEPR010000367.1	<>	na	Primary Assembly	17715	na
IW261scaffold_368	unplaced-scaffold	na	na	JAUEPR010000368.1	<>	na	Primary Assembly	17608	na
IW261scaffold_369	unplaced-scaffold	na	na	JAUEPR010000369.1	<>	na	Primary Assembly	17572	na
IW261scaffold_370	unplaced-scaffold	na	na	JAUEPR010000370.1	<>	na	Primary Assembly	17498	na
IW261scaffold_371	unplaced-scaffold	na	na	JAUEPR010000371.1	<>	na	Primary Assembly	17288	na
IW261scaffold_372	unplaced-scaffold	na	na	JAUEPR010000372.1	<>	na	Primary Assembly	17275	na
IW261scaffold_373	unplaced-scaffold	na	na	JAUEPR010000373.1	<>	na	Primary Assembly	16992	na
IW261scaffold_374	unplaced-scaffold	na	na	JAUEPR010000374.1	<>	na	Primary Assembly	16616	na
IW261scaffold_375	unplaced-scaffold	na	na	JAUEPR010000375.1	<>	na	Primary Assembly	16512	na
IW261scaffold_376	unplaced-scaffold	na	na	JAUEPR010000376.1	<>	na	Primary Assembly	16424	na
IW261scaffold_377	unplaced-scaffold	na	na	JAUEPR010000377.1	<>	na	Primary Assembly	16274	na
IW261scaffold_378	unplaced-scaffold	na	na	JAUEPR010000378.1	<>	na	Primary Assembly	15863	na
IW261scaffold_379	unplaced-scaffold	na	na	JAUEPR010000379.1	<>	na	Primary Assembly	15808	na
IW261scaffold_380	unplaced-scaffold	na	na	JAUEPR010000380.1	<>	na	Primary Assembly	15518	na
IW261scaffold_381	unplaced-scaffold	na	na	JAUEPR010000381.1	<>	na	Primary Assembly	15183	na
IW261scaffold_382	unplaced-scaffold	na	na	JAUEPR010000382.1	<>	na	Primary Assembly	15037	na
IW261scaffold_383	unplaced-scaffold	na	na	JAUEPR010000383.1	<>	na	Primary Assembly	14656	na
IW261scaffold_384	unplaced-scaffold	na	na	JAUEPR010000384.1	<>	na	Primary Assembly	14643	na
IW261scaffold_385	unplaced-scaffold	na	na	JAUEPR010000385.1	<>	na	Primary Assembly	14550	na
IW261scaffold_386	unplaced-scaffold	na	na	JAUEPR010000386.1	<>	na	Primary Assembly	14375	na
IW261scaffold_387	unplaced-scaffold	na	na	JAUEPR010000387.1	<>	na	Primary Assembly	13913	na
IW261scaffold_388	unplaced-scaffold	na	na	JAUEPR010000388.1	<>	na	Primary Assembly	13869	na
IW261scaffold_389	unplaced-scaffold	na	na	JAUEPR010000389.1	<>	na	Primary Assembly	13417	na
IW261scaffold_390	unplaced-scaffold	na	na	JAUEPR010000390.1	<>	na	Primary Assembly	13170	na
IW261scaffold_391	unplaced-scaffold	na	na	JAUEPR010000391.1	<>	na	Primary Assembly	13116	na
IW261scaffold_392	unplaced-scaffold	na	na	JAUEPR010000392.1	<>	na	Primary Assembly	12955	na
IW261scaffold_393	unplaced-scaffold	na	na	JAUEPR010000393.1	<>	na	Primary Assembly	12948	na
IW261scaffold_394	unplaced-scaffold	na	na	JAUEPR010000394.1	<>	na	Primary Assembly	12714	na
IW261scaffold_395	unplaced-scaffold	na	na	JAUEPR010000395.1	<>	na	Primary Assembly	12706	na
IW261scaffold_396	unplaced-scaffold	na	na	JAUEPR010000396.1	<>	na	Primary Assembly	12367	na
IW261scaffold_397	unplaced-scaffold	na	na	JAUEPR010000397.1	<>	na	Primary Assembly	12078	na
IW261scaffold_398	unplaced-scaffold	na	na	JAUEPR010000398.1	<>	na	Primary Assembly	11934	na
IW261scaffold_399	unplaced-scaffold	na	na	JAUEPR010000399.1	<>	na	Primary Assembly	11848	na
IW261scaffold_400	unplaced-scaffold	na	na	JAUEPR010000400.1	<>	na	Primary Assembly	11404	na
IW261scaffold_401	unplaced-scaffold	na	na	JAUEPR010000401.1	<>	na	Primary Assembly	11307	na
IW261scaffold_402	unplaced-scaffold	na	na	JAUEPR010000402.1	<>	na	Primary Assembly	11029	na
IW261scaffold_403	unplaced-scaffold	na	na	JAUEPR010000403.1	<>	na	Primary Assembly	10949	na
IW261scaffold_404	unplaced-scaffold	na	na	JAUEPR010000404.1	<>	na	Primary Assembly	10885	na
IW261scaffold_405	unplaced-scaffold	na	na	JAUEPR010000405.1	<>	na	Primary Assembly	10775	na
IW261scaffold_406	unplaced-scaffold	na	na	JAUEPR010000406.1	<>	na	Primary Assembly	10438	na
IW261scaffold_407	unplaced-scaffold	na	na	JAUEPR010000407.1	<>	na	Primary Assembly	10275	na
IW261scaffold_408	unplaced-scaffold	na	na	JAUEPR010000408.1	<>	na	Primary Assembly	10076	na
IW261scaffold_409	unplaced-scaffold	na	na	JAUEPR010000409.1	<>	na	Primary Assembly	9818	na
IW261scaffold_410	unplaced-scaffold	na	na	JAUEPR010000410.1	<>	na	Primary Assembly	9568	na
IW261scaffold_411	unplaced-scaffold	na	na	JAUEPR010000411.1	<>	na	Primary Assembly	9506	na
IW261scaffold_412	unplaced-scaffold	na	na	JAUEPR010000412.1	<>	na	Primary Assembly	9482	na
IW261scaffold_413	unplaced-scaffold	na	na	JAUEPR010000413.1	<>	na	Primary Assembly	9474	na
IW261scaffold_414	unplaced-scaffold	na	na	JAUEPR010000414.1	<>	na	Primary Assembly	9415	na
IW261scaffold_415	unplaced-scaffold	na	na	JAUEPR010000415.1	<>	na	Primary Assembly	9397	na
IW261scaffold_416	unplaced-scaffold	na	na	JAUEPR010000416.1	<>	na	Primary Assembly	8677	na
IW261scaffold_417	unplaced-scaffold	na	na	JAUEPR010000417.1	<>	na	Primary Assembly	8670	na
IW261scaffold_418	unplaced-scaffold	na	na	JAUEPR010000418.1	<>	na	Primary Assembly	8320	na
IW261scaffold_419	unplaced-scaffold	na	na	JAUEPR010000419.1	<>	na	Primary Assembly	7569	na
IW261scaffold_420	unplaced-scaffold	na	na	JAUEPR010000420.1	<>	na	Primary Assembly	7450	na
IW261scaffold_421	unplaced-scaffold	na	na	JAUEPR010000421.1	<>	na	Primary Assembly	6730	na
IW261scaffold_422	unplaced-scaffold	na	na	JAUEPR010000422.1	<>	na	Primary Assembly	6631	na
IW261scaffold_423	unplaced-scaffold	na	na	JAUEPR010000423.1	<>	na	Primary Assembly	6618	na
IW261scaffold_424	unplaced-scaffold	na	na	JAUEPR010000424.1	<>	na	Primary Assembly	6534	na
IW261scaffold_425	unplaced-scaffold	na	na	JAUEPR010000425.1	<>	na	Primary Assembly	5852	na
IW261scaffold_426	unplaced-scaffold	na	na	JAUEPR010000426.1	<>	na	Primary Assembly	5233	na
IW261scaffold_427	unplaced-scaffold	na	na	JAUEPR010000427.1	<>	na	Primary Assembly	5037	na
