# Assembly name:  Armlut1
# Organism name:  Armillaria luteobubalina (basidiomycete fungi)
# Infraspecific name:  strain=HWK02
# Taxid:          153913
# BioSample:      SAMN10363187
# BioProject:     PRJNA500536
# Submitter:      DOE Joint Genome Institute
# Date:           2023-07-11
# Assembly type:  haploid
# Release type:   major
# Assembly level: Contig
# Genome representation: full
# WGS project:    JAUEPU01
# Assembly method: Falcon v. 1.8.8
# Expected final version: no
# Genome coverage: 47.28x
# Sequencing technology: PacBio
# RefSeq category: Representative Genome
# GenBank assembly accession: GCA_030435615.1
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_030435625.1		Primary Assembly
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
EDD18scaffold_235	unplaced-scaffold	na	na	JAUEPU010000235.1	<>	na	Primary Assembly	66676	na
EDD18scaffold_236	unplaced-scaffold	na	na	JAUEPU010000236.1	<>	na	Primary Assembly	66345	na
EDD18scaffold_237	unplaced-scaffold	na	na	JAUEPU010000237.1	<>	na	Primary Assembly	64994	na
EDD18scaffold_238	unplaced-scaffold	na	na	JAUEPU010000238.1	<>	na	Primary Assembly	64801	na
EDD18scaffold_239	unplaced-scaffold	na	na	JAUEPU010000239.1	<>	na	Primary Assembly	64786	na
EDD18scaffold_240	unplaced-scaffold	na	na	JAUEPU010000240.1	<>	na	Primary Assembly	64126	na
EDD18scaffold_241	unplaced-scaffold	na	na	JAUEPU010000241.1	<>	na	Primary Assembly	64046	na
EDD18scaffold_242	unplaced-scaffold	na	na	JAUEPU010000242.1	<>	na	Primary Assembly	64031	na
EDD18scaffold_243	unplaced-scaffold	na	na	JAUEPU010000243.1	<>	na	Primary Assembly	63161	na
EDD18scaffold_244	unplaced-scaffold	na	na	JAUEPU010000244.1	<>	na	Primary Assembly	63148	na
EDD18scaffold_245	unplaced-scaffold	na	na	JAUEPU010000245.1	<>	na	Primary Assembly	63137	na
EDD18scaffold_246	unplaced-scaffold	na	na	JAUEPU010000246.1	<>	na	Primary Assembly	62870	na
EDD18scaffold_247	unplaced-scaffold	na	na	JAUEPU010000247.1	<>	na	Primary Assembly	62260	na
EDD18scaffold_248	unplaced-scaffold	na	na	JAUEPU010000248.1	<>	na	Primary Assembly	61672	na
EDD18scaffold_249	unplaced-scaffold	na	na	JAUEPU010000249.1	<>	na	Primary Assembly	60837	na
EDD18scaffold_250	unplaced-scaffold	na	na	JAUEPU010000250.1	<>	na	Primary Assembly	60660	na
EDD18scaffold_251	unplaced-scaffold	na	na	JAUEPU010000251.1	<>	na	Primary Assembly	59611	na
EDD18scaffold_252	unplaced-scaffold	na	na	JAUEPU010000252.1	<>	na	Primary Assembly	59354	na
EDD18scaffold_253	unplaced-scaffold	na	na	JAUEPU010000253.1	<>	na	Primary Assembly	59352	na
EDD18scaffold_254	unplaced-scaffold	na	na	JAUEPU010000254.1	<>	na	Primary Assembly	59293	na
EDD18scaffold_255	unplaced-scaffold	na	na	JAUEPU010000255.1	<>	na	Primary Assembly	57818	na
EDD18scaffold_256	unplaced-scaffold	na	na	JAUEPU010000256.1	<>	na	Primary Assembly	57260	na
EDD18scaffold_257	unplaced-scaffold	na	na	JAUEPU010000257.1	<>	na	Primary Assembly	56781	na
EDD18scaffold_258	unplaced-scaffold	na	na	JAUEPU010000258.1	<>	na	Primary Assembly	56674	na
EDD18scaffold_259	unplaced-scaffold	na	na	JAUEPU010000259.1	<>	na	Primary Assembly	56624	na
EDD18scaffold_260	unplaced-scaffold	na	na	JAUEPU010000260.1	<>	na	Primary Assembly	55958	na
EDD18scaffold_261	unplaced-scaffold	na	na	JAUEPU010000261.1	<>	na	Primary Assembly	55935	na
EDD18scaffold_262	unplaced-scaffold	na	na	JAUEPU010000262.1	<>	na	Primary Assembly	55534	na
EDD18scaffold_263	unplaced-scaffold	na	na	JAUEPU010000263.1	<>	na	Primary Assembly	55464	na
EDD18scaffold_264	unplaced-scaffold	na	na	JAUEPU010000264.1	<>	na	Primary Assembly	54871	na
EDD18scaffold_265	unplaced-scaffold	na	na	JAUEPU010000265.1	<>	na	Primary Assembly	54617	na
EDD18scaffold_266	unplaced-scaffold	na	na	JAUEPU010000266.1	<>	na	Primary Assembly	54466	na
EDD18scaffold_267	unplaced-scaffold	na	na	JAUEPU010000267.1	<>	na	Primary Assembly	53631	na
EDD18scaffold_268	unplaced-scaffold	na	na	JAUEPU010000268.1	<>	na	Primary Assembly	53627	na
EDD18scaffold_269	unplaced-scaffold	na	na	JAUEPU010000269.1	<>	na	Primary Assembly	53050	na
EDD18scaffold_270	unplaced-scaffold	na	na	JAUEPU010000270.1	<>	na	Primary Assembly	52852	na
EDD18scaffold_271	unplaced-scaffold	na	na	JAUEPU010000271.1	<>	na	Primary Assembly	52635	na
EDD18scaffold_272	unplaced-scaffold	na	na	JAUEPU010000272.1	<>	na	Primary Assembly	52619	na
EDD18scaffold_273	unplaced-scaffold	na	na	JAUEPU010000273.1	<>	na	Primary Assembly	52575	na
EDD18scaffold_274	unplaced-scaffold	na	na	JAUEPU010000274.1	<>	na	Primary Assembly	52480	na
EDD18scaffold_275	unplaced-scaffold	na	na	JAUEPU010000275.1	<>	na	Primary Assembly	52427	na
EDD18scaffold_276	unplaced-scaffold	na	na	JAUEPU010000276.1	<>	na	Primary Assembly	51121	na
EDD18scaffold_277	unplaced-scaffold	na	na	JAUEPU010000277.1	<>	na	Primary Assembly	50944	na
EDD18scaffold_278	unplaced-scaffold	na	na	JAUEPU010000278.1	<>	na	Primary Assembly	50858	na
EDD18scaffold_279	unplaced-scaffold	na	na	JAUEPU010000279.1	<>	na	Primary Assembly	50754	na
EDD18scaffold_280	unplaced-scaffold	na	na	JAUEPU010000280.1	<>	na	Primary Assembly	50684	na
EDD18scaffold_281	unplaced-scaffold	na	na	JAUEPU010000281.1	<>	na	Primary Assembly	50404	na
EDD18scaffold_282	unplaced-scaffold	na	na	JAUEPU010000282.1	<>	na	Primary Assembly	50395	na
EDD18scaffold_283	unplaced-scaffold	na	na	JAUEPU010000283.1	<>	na	Primary Assembly	50353	na
EDD18scaffold_284	unplaced-scaffold	na	na	JAUEPU010000284.1	<>	na	Primary Assembly	49436	na
EDD18scaffold_285	unplaced-scaffold	na	na	JAUEPU010000285.1	<>	na	Primary Assembly	49272	na
EDD18scaffold_286	unplaced-scaffold	na	na	JAUEPU010000286.1	<>	na	Primary Assembly	48983	na
EDD18scaffold_287	unplaced-scaffold	na	na	JAUEPU010000287.1	<>	na	Primary Assembly	48592	na
EDD18scaffold_288	unplaced-scaffold	na	na	JAUEPU010000288.1	<>	na	Primary Assembly	48583	na
EDD18scaffold_289	unplaced-scaffold	na	na	JAUEPU010000289.1	<>	na	Primary Assembly	48370	na
EDD18scaffold_290	unplaced-scaffold	na	na	JAUEPU010000290.1	<>	na	Primary Assembly	47888	na
EDD18scaffold_291	unplaced-scaffold	na	na	JAUEPU010000291.1	<>	na	Primary Assembly	47880	na
EDD18scaffold_292	unplaced-scaffold	na	na	JAUEPU010000292.1	<>	na	Primary Assembly	47870	na
EDD18scaffold_293	unplaced-scaffold	na	na	JAUEPU010000293.1	<>	na	Primary Assembly	47809	na
EDD18scaffold_294	unplaced-scaffold	na	na	JAUEPU010000294.1	<>	na	Primary Assembly	47785	na
EDD18scaffold_295	unplaced-scaffold	na	na	JAUEPU010000295.1	<>	na	Primary Assembly	47716	na
EDD18scaffold_296	unplaced-scaffold	na	na	JAUEPU010000296.1	<>	na	Primary Assembly	47285	na
EDD18scaffold_297	unplaced-scaffold	na	na	JAUEPU010000297.1	<>	na	Primary Assembly	47156	na
EDD18scaffold_298	unplaced-scaffold	na	na	JAUEPU010000298.1	<>	na	Primary Assembly	46021	na
EDD18scaffold_299	unplaced-scaffold	na	na	JAUEPU010000299.1	<>	na	Primary Assembly	45315	na
EDD18scaffold_300	unplaced-scaffold	na	na	JAUEPU010000300.1	<>	na	Primary Assembly	45293	na
EDD18scaffold_301	unplaced-scaffold	na	na	JAUEPU010000301.1	<>	na	Primary Assembly	45209	na
EDD18scaffold_302	unplaced-scaffold	na	na	JAUEPU010000302.1	<>	na	Primary Assembly	44840	na
EDD18scaffold_303	unplaced-scaffold	na	na	JAUEPU010000303.1	<>	na	Primary Assembly	44309	na
EDD18scaffold_304	unplaced-scaffold	na	na	JAUEPU010000304.1	<>	na	Primary Assembly	44240	na
EDD18scaffold_305	unplaced-scaffold	na	na	JAUEPU010000305.1	<>	na	Primary Assembly	44134	na
EDD18scaffold_306	unplaced-scaffold	na	na	JAUEPU010000306.1	<>	na	Primary Assembly	44018	na
EDD18scaffold_307	unplaced-scaffold	na	na	JAUEPU010000307.1	<>	na	Primary Assembly	44004	na
EDD18scaffold_308	unplaced-scaffold	na	na	JAUEPU010000308.1	<>	na	Primary Assembly	43959	na
EDD18scaffold_309	unplaced-scaffold	na	na	JAUEPU010000309.1	<>	na	Primary Assembly	43872	na
EDD18scaffold_310	unplaced-scaffold	na	na	JAUEPU010000310.1	<>	na	Primary Assembly	43439	na
EDD18scaffold_311	unplaced-scaffold	na	na	JAUEPU010000311.1	<>	na	Primary Assembly	43366	na
EDD18scaffold_312	unplaced-scaffold	na	na	JAUEPU010000312.1	<>	na	Primary Assembly	42919	na
EDD18scaffold_313	unplaced-scaffold	na	na	JAUEPU010000313.1	<>	na	Primary Assembly	42849	na
EDD18scaffold_314	unplaced-scaffold	na	na	JAUEPU010000314.1	<>	na	Primary Assembly	42534	na
EDD18scaffold_315	unplaced-scaffold	na	na	JAUEPU010000315.1	<>	na	Primary Assembly	42529	na
EDD18scaffold_316	unplaced-scaffold	na	na	JAUEPU010000316.1	<>	na	Primary Assembly	42526	na
EDD18scaffold_317	unplaced-scaffold	na	na	JAUEPU010000317.1	<>	na	Primary Assembly	42216	na
EDD18scaffold_318	unplaced-scaffold	na	na	JAUEPU010000318.1	<>	na	Primary Assembly	41784	na
EDD18scaffold_319	unplaced-scaffold	na	na	JAUEPU010000319.1	<>	na	Primary Assembly	41163	na
EDD18scaffold_320	unplaced-scaffold	na	na	JAUEPU010000320.1	<>	na	Primary Assembly	40807	na
EDD18scaffold_321	unplaced-scaffold	na	na	JAUEPU010000321.1	<>	na	Primary Assembly	40733	na
EDD18scaffold_322	unplaced-scaffold	na	na	JAUEPU010000322.1	<>	na	Primary Assembly	40689	na
EDD18scaffold_323	unplaced-scaffold	na	na	JAUEPU010000323.1	<>	na	Primary Assembly	40661	na
EDD18scaffold_324	unplaced-scaffold	na	na	JAUEPU010000324.1	<>	na	Primary Assembly	40487	na
EDD18scaffold_325	unplaced-scaffold	na	na	JAUEPU010000325.1	<>	na	Primary Assembly	40344	na
EDD18scaffold_326	unplaced-scaffold	na	na	JAUEPU010000326.1	<>	na	Primary Assembly	40007	na
EDD18scaffold_327	unplaced-scaffold	na	na	JAUEPU010000327.1	<>	na	Primary Assembly	39878	na
EDD18scaffold_328	unplaced-scaffold	na	na	JAUEPU010000328.1	<>	na	Primary Assembly	39818	na
EDD18scaffold_329	unplaced-scaffold	na	na	JAUEPU010000329.1	<>	na	Primary Assembly	39691	na
EDD18scaffold_330	unplaced-scaffold	na	na	JAUEPU010000330.1	<>	na	Primary Assembly	39494	na
EDD18scaffold_331	unplaced-scaffold	na	na	JAUEPU010000331.1	<>	na	Primary Assembly	39212	na
EDD18scaffold_332	unplaced-scaffold	na	na	JAUEPU010000332.1	<>	na	Primary Assembly	39171	na
EDD18scaffold_333	unplaced-scaffold	na	na	JAUEPU010000333.1	<>	na	Primary Assembly	39154	na
EDD18scaffold_334	unplaced-scaffold	na	na	JAUEPU010000334.1	<>	na	Primary Assembly	38942	na
EDD18scaffold_335	unplaced-scaffold	na	na	JAUEPU010000335.1	<>	na	Primary Assembly	38645	na
EDD18scaffold_336	unplaced-scaffold	na	na	JAUEPU010000336.1	<>	na	Primary Assembly	38628	na
EDD18scaffold_337	unplaced-scaffold	na	na	JAUEPU010000337.1	<>	na	Primary Assembly	38471	na
EDD18scaffold_338	unplaced-scaffold	na	na	JAUEPU010000338.1	<>	na	Primary Assembly	38280	na
EDD18scaffold_339	unplaced-scaffold	na	na	JAUEPU010000339.1	<>	na	Primary Assembly	37901	na
EDD18scaffold_340	unplaced-scaffold	na	na	JAUEPU010000340.1	<>	na	Primary Assembly	37773	na
EDD18scaffold_341	unplaced-scaffold	na	na	JAUEPU010000341.1	<>	na	Primary Assembly	37635	na
EDD18scaffold_342	unplaced-scaffold	na	na	JAUEPU010000342.1	<>	na	Primary Assembly	37006	na
EDD18scaffold_343	unplaced-scaffold	na	na	JAUEPU010000343.1	<>	na	Primary Assembly	36931	na
EDD18scaffold_344	unplaced-scaffold	na	na	JAUEPU010000344.1	<>	na	Primary Assembly	36533	na
EDD18scaffold_345	unplaced-scaffold	na	na	JAUEPU010000345.1	<>	na	Primary Assembly	36532	na
EDD18scaffold_346	unplaced-scaffold	na	na	JAUEPU010000346.1	<>	na	Primary Assembly	36462	na
EDD18scaffold_347	unplaced-scaffold	na	na	JAUEPU010000347.1	<>	na	Primary Assembly	36132	na
EDD18scaffold_348	unplaced-scaffold	na	na	JAUEPU010000348.1	<>	na	Primary Assembly	35583	na
EDD18scaffold_349	unplaced-scaffold	na	na	JAUEPU010000349.1	<>	na	Primary Assembly	35392	na
EDD18scaffold_350	unplaced-scaffold	na	na	JAUEPU010000350.1	<>	na	Primary Assembly	35179	na
EDD18scaffold_351	unplaced-scaffold	na	na	JAUEPU010000351.1	<>	na	Primary Assembly	34952	na
EDD18scaffold_352	unplaced-scaffold	na	na	JAUEPU010000352.1	<>	na	Primary Assembly	34540	na
EDD18scaffold_353	unplaced-scaffold	na	na	JAUEPU010000353.1	<>	na	Primary Assembly	34454	na
EDD18scaffold_354	unplaced-scaffold	na	na	JAUEPU010000354.1	<>	na	Primary Assembly	34340	na
EDD18scaffold_355	unplaced-scaffold	na	na	JAUEPU010000355.1	<>	na	Primary Assembly	34324	na
EDD18scaffold_356	unplaced-scaffold	na	na	JAUEPU010000356.1	<>	na	Primary Assembly	34215	na
EDD18scaffold_357	unplaced-scaffold	na	na	JAUEPU010000357.1	<>	na	Primary Assembly	33655	na
EDD18scaffold_358	unplaced-scaffold	na	na	JAUEPU010000358.1	<>	na	Primary Assembly	33509	na
EDD18scaffold_359	unplaced-scaffold	na	na	JAUEPU010000359.1	<>	na	Primary Assembly	33435	na
EDD18scaffold_360	unplaced-scaffold	na	na	JAUEPU010000360.1	<>	na	Primary Assembly	33346	na
EDD18scaffold_361	unplaced-scaffold	na	na	JAUEPU010000361.1	<>	na	Primary Assembly	33277	na
EDD18scaffold_362	unplaced-scaffold	na	na	JAUEPU010000362.1	<>	na	Primary Assembly	33258	na
EDD18scaffold_363	unplaced-scaffold	na	na	JAUEPU010000363.1	<>	na	Primary Assembly	33136	na
EDD18scaffold_364	unplaced-scaffold	na	na	JAUEPU010000364.1	<>	na	Primary Assembly	32769	na
EDD18scaffold_365	unplaced-scaffold	na	na	JAUEPU010000365.1	<>	na	Primary Assembly	32667	na
EDD18scaffold_366	unplaced-scaffold	na	na	JAUEPU010000366.1	<>	na	Primary Assembly	32665	na
EDD18scaffold_367	unplaced-scaffold	na	na	JAUEPU010000367.1	<>	na	Primary Assembly	32536	na
EDD18scaffold_368	unplaced-scaffold	na	na	JAUEPU010000368.1	<>	na	Primary Assembly	32535	na
EDD18scaffold_369	unplaced-scaffold	na	na	JAUEPU010000369.1	<>	na	Primary Assembly	32439	na
EDD18scaffold_370	unplaced-scaffold	na	na	JAUEPU010000370.1	<>	na	Primary Assembly	32425	na
EDD18scaffold_371	unplaced-scaffold	na	na	JAUEPU010000371.1	<>	na	Primary Assembly	32332	na
EDD18scaffold_372	unplaced-scaffold	na	na	JAUEPU010000372.1	<>	na	Primary Assembly	32310	na
EDD18scaffold_373	unplaced-scaffold	na	na	JAUEPU010000373.1	<>	na	Primary Assembly	32074	na
EDD18scaffold_374	unplaced-scaffold	na	na	JAUEPU010000374.1	<>	na	Primary Assembly	32068	na
EDD18scaffold_375	unplaced-scaffold	na	na	JAUEPU010000375.1	<>	na	Primary Assembly	32004	na
EDD18scaffold_376	unplaced-scaffold	na	na	JAUEPU010000376.1	<>	na	Primary Assembly	31969	na
EDD18scaffold_377	unplaced-scaffold	na	na	JAUEPU010000377.1	<>	na	Primary Assembly	31546	na
EDD18scaffold_378	unplaced-scaffold	na	na	JAUEPU010000378.1	<>	na	Primary Assembly	31279	na
EDD18scaffold_379	unplaced-scaffold	na	na	JAUEPU010000379.1	<>	na	Primary Assembly	31200	na
EDD18scaffold_380	unplaced-scaffold	na	na	JAUEPU010000380.1	<>	na	Primary Assembly	30793	na
EDD18scaffold_381	unplaced-scaffold	na	na	JAUEPU010000381.1	<>	na	Primary Assembly	30664	na
EDD18scaffold_382	unplaced-scaffold	na	na	JAUEPU010000382.1	<>	na	Primary Assembly	30620	na
EDD18scaffold_383	unplaced-scaffold	na	na	JAUEPU010000383.1	<>	na	Primary Assembly	30526	na
EDD18scaffold_384	unplaced-scaffold	na	na	JAUEPU010000384.1	<>	na	Primary Assembly	30283	na
EDD18scaffold_385	unplaced-scaffold	na	na	JAUEPU010000385.1	<>	na	Primary Assembly	30008	na
EDD18scaffold_386	unplaced-scaffold	na	na	JAUEPU010000386.1	<>	na	Primary Assembly	29953	na
EDD18scaffold_387	unplaced-scaffold	na	na	JAUEPU010000387.1	<>	na	Primary Assembly	29852	na
EDD18scaffold_388	unplaced-scaffold	na	na	JAUEPU010000388.1	<>	na	Primary Assembly	29848	na
EDD18scaffold_389	unplaced-scaffold	na	na	JAUEPU010000389.1	<>	na	Primary Assembly	29682	na
EDD18scaffold_390	unplaced-scaffold	na	na	JAUEPU010000390.1	<>	na	Primary Assembly	29286	na
EDD18scaffold_391	unplaced-scaffold	na	na	JAUEPU010000391.1	<>	na	Primary Assembly	29211	na
EDD18scaffold_392	unplaced-scaffold	na	na	JAUEPU010000392.1	<>	na	Primary Assembly	29210	na
EDD18scaffold_393	unplaced-scaffold	na	na	JAUEPU010000393.1	<>	na	Primary Assembly	28827	na
EDD18scaffold_394	unplaced-scaffold	na	na	JAUEPU010000394.1	<>	na	Primary Assembly	28795	na
EDD18scaffold_395	unplaced-scaffold	na	na	JAUEPU010000395.1	<>	na	Primary Assembly	28125	na
EDD18scaffold_396	unplaced-scaffold	na	na	JAUEPU010000396.1	<>	na	Primary Assembly	27551	na
EDD18scaffold_397	unplaced-scaffold	na	na	JAUEPU010000397.1	<>	na	Primary Assembly	27080	na
EDD18scaffold_398	unplaced-scaffold	na	na	JAUEPU010000398.1	<>	na	Primary Assembly	26946	na
EDD18scaffold_399	unplaced-scaffold	na	na	JAUEPU010000399.1	<>	na	Primary Assembly	26169	na
EDD18scaffold_400	unplaced-scaffold	na	na	JAUEPU010000400.1	<>	na	Primary Assembly	25672	na
EDD18scaffold_401	unplaced-scaffold	na	na	JAUEPU010000401.1	<>	na	Primary Assembly	25590	na
EDD18scaffold_402	unplaced-scaffold	na	na	JAUEPU010000402.1	<>	na	Primary Assembly	25312	na
EDD18scaffold_403	unplaced-scaffold	na	na	JAUEPU010000403.1	<>	na	Primary Assembly	25026	na
EDD18scaffold_404	unplaced-scaffold	na	na	JAUEPU010000404.1	<>	na	Primary Assembly	24994	na
EDD18scaffold_405	unplaced-scaffold	na	na	JAUEPU010000405.1	<>	na	Primary Assembly	24559	na
EDD18scaffold_406	unplaced-scaffold	na	na	JAUEPU010000406.1	<>	na	Primary Assembly	24361	na
EDD18scaffold_407	unplaced-scaffold	na	na	JAUEPU010000407.1	<>	na	Primary Assembly	24066	na
EDD18scaffold_408	unplaced-scaffold	na	na	JAUEPU010000408.1	<>	na	Primary Assembly	23906	na
EDD18scaffold_409	unplaced-scaffold	na	na	JAUEPU010000409.1	<>	na	Primary Assembly	23847	na
EDD18scaffold_410	unplaced-scaffold	na	na	JAUEPU010000410.1	<>	na	Primary Assembly	23322	na
EDD18scaffold_411	unplaced-scaffold	na	na	JAUEPU010000411.1	<>	na	Primary Assembly	23021	na
EDD18scaffold_412	unplaced-scaffold	na	na	JAUEPU010000412.1	<>	na	Primary Assembly	22944	na
EDD18scaffold_413	unplaced-scaffold	na	na	JAUEPU010000413.1	<>	na	Primary Assembly	21849	na
EDD18scaffold_414	unplaced-scaffold	na	na	JAUEPU010000414.1	<>	na	Primary Assembly	21088	na
EDD18scaffold_415	unplaced-scaffold	na	na	JAUEPU010000415.1	<>	na	Primary Assembly	20978	na
EDD18scaffold_416	unplaced-scaffold	na	na	JAUEPU010000416.1	<>	na	Primary Assembly	19058	na
EDD18scaffold_417	unplaced-scaffold	na	na	JAUEPU010000417.1	<>	na	Primary Assembly	18907	na
EDD18scaffold_418	unplaced-scaffold	na	na	JAUEPU010000418.1	<>	na	Primary Assembly	18636	na
EDD18scaffold_419	unplaced-scaffold	na	na	JAUEPU010000419.1	<>	na	Primary Assembly	15560	na
EDD18scaffold_420	unplaced-scaffold	na	na	JAUEPU010000420.1	<>	na	Primary Assembly	15165	na
EDD18scaffold_421	unplaced-scaffold	na	na	JAUEPU010000421.1	<>	na	Primary Assembly	13178	na
EDD18scaffold_422	unplaced-scaffold	na	na	JAUEPU010000422.1	<>	na	Primary Assembly	12568	na
EDD18scaffold_423	unplaced-scaffold	na	na	JAUEPU010000423.1	<>	na	Primary Assembly	11262	na
EDD18scaffold_424	unplaced-scaffold	na	na	JAUEPU010000424.1	<>	na	Primary Assembly	11084	na
EDD18scaffold_425	unplaced-scaffold	na	na	JAUEPU010000425.1	<>	na	Primary Assembly	10415	na
EDD18scaffold_426	unplaced-scaffold	na	na	JAUEPU010000426.1	<>	na	Primary Assembly	10147	na
EDD18scaffold_427	unplaced-scaffold	na	na	JAUEPU010000427.1	<>	na	Primary Assembly	8787	na
EDD18scaffold_428	unplaced-scaffold	na	na	JAUEPU010000428.1	<>	na	Primary Assembly	7574	na
EDD18scaffold_429	unplaced-scaffold	na	na	JAUEPU010000429.1	<>	na	Primary Assembly	6735	na
EDD18scaffold_430	unplaced-scaffold	na	na	JAUEPU010000430.1	<>	na	Primary Assembly	5370	na
EDD18scaffold_431	unplaced-scaffold	na	na	JAUEPU010000431.1	<>	na	Primary Assembly	4553	na
EDD18scaffold_432	unplaced-scaffold	na	na	JAUEPU010000432.1	<>	na	Primary Assembly	4000	na
EDD18scaffold_433	unplaced-scaffold	na	na	JAUEPU010000433.1	<>	na	Primary Assembly	2496	na
EDD18scaffold_434	unplaced-scaffold	na	na	JAUEPU010000434.1	<>	na	Primary Assembly	2415	na
EDD18scaffold_435	unplaced-scaffold	na	na	JAUEPU010000435.1	<>	na	Primary Assembly	2360	na
EDD18scaffold_436	unplaced-scaffold	na	na	JAUEPU010000436.1	<>	na	Primary Assembly	1837	na
EDD18scaffold_437	unplaced-scaffold	na	na	JAUEPU010000437.1	<>	na	Primary Assembly	1834	na
EDD18scaffold_438	unplaced-scaffold	na	na	JAUEPU010000438.1	<>	na	Primary Assembly	1356	na
EDD18scaffold_439	unplaced-scaffold	na	na	JAUEPU010000439.1	<>	na	Primary Assembly	1342	na
