# Assembly name:  Armga1
# Organism name:  Armillaria gallica (basidiomycete fungi)
# Infraspecific name:  strain=Ar21-2
# Taxid:          47427
# BioSample:      SAMN02745184
# BioProject:     PRJNA242129
# Submitter:      DOE Joint Genome Institute
# Date:           2017-09-18
# Assembly type:  haploid
# Release type:   major
# Assembly level: Scaffold
# Genome representation: full
# WGS project:    NKEW01
# Assembly method: AllPathsLG v. R46652
# Genome coverage: 147.4x
# Sequencing technology: Illumina
# GenBank assembly accession: GCA_002307695.1
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_002307705.1		Primary Assembly
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
ARMGAscaffold_250	unplaced-scaffold	na	na	KZ293893.1	<>	na	Primary Assembly	1969	na
ARMGAscaffold_251	unplaced-scaffold	na	na	KZ293894.1	<>	na	Primary Assembly	1967	na
ARMGAscaffold_252	unplaced-scaffold	na	na	KZ293895.1	<>	na	Primary Assembly	1962	na
ARMGAscaffold_253	unplaced-scaffold	na	na	KZ293896.1	<>	na	Primary Assembly	1951	na
ARMGAscaffold_254	unplaced-scaffold	na	na	KZ293897.1	<>	na	Primary Assembly	1941	na
ARMGAscaffold_255	unplaced-scaffold	na	na	KZ293898.1	<>	na	Primary Assembly	1901	na
ARMGAscaffold_256	unplaced-scaffold	na	na	KZ293899.1	<>	na	Primary Assembly	1881	na
ARMGAscaffold_257	unplaced-scaffold	na	na	KZ293900.1	<>	na	Primary Assembly	1878	na
ARMGAscaffold_258	unplaced-scaffold	na	na	KZ293901.1	<>	na	Primary Assembly	1868	na
ARMGAscaffold_259	unplaced-scaffold	na	na	KZ293902.1	<>	na	Primary Assembly	1861	na
ARMGAscaffold_260	unplaced-scaffold	na	na	KZ293903.1	<>	na	Primary Assembly	1851	na
ARMGAscaffold_261	unplaced-scaffold	na	na	KZ293904.1	<>	na	Primary Assembly	1840	na
ARMGAscaffold_262	unplaced-scaffold	na	na	KZ293905.1	<>	na	Primary Assembly	1805	na
ARMGAscaffold_263	unplaced-scaffold	na	na	KZ293906.1	<>	na	Primary Assembly	1775	na
ARMGAscaffold_264	unplaced-scaffold	na	na	KZ293907.1	<>	na	Primary Assembly	1763	na
ARMGAscaffold_265	unplaced-scaffold	na	na	KZ293908.1	<>	na	Primary Assembly	1757	na
ARMGAscaffold_266	unplaced-scaffold	na	na	KZ293909.1	<>	na	Primary Assembly	1716	na
ARMGAscaffold_267	unplaced-scaffold	na	na	KZ293910.1	<>	na	Primary Assembly	1685	na
ARMGAscaffold_268	unplaced-scaffold	na	na	KZ293911.1	<>	na	Primary Assembly	1669	na
ARMGAscaffold_269	unplaced-scaffold	na	na	KZ293912.1	<>	na	Primary Assembly	1629	na
ARMGAscaffold_270	unplaced-scaffold	na	na	KZ293913.1	<>	na	Primary Assembly	1607	na
ARMGAscaffold_271	unplaced-scaffold	na	na	KZ293914.1	<>	na	Primary Assembly	1574	na
ARMGAscaffold_272	unplaced-scaffold	na	na	KZ293915.1	<>	na	Primary Assembly	1574	na
ARMGAscaffold_273	unplaced-scaffold	na	na	KZ293916.1	<>	na	Primary Assembly	1547	na
ARMGAscaffold_274	unplaced-scaffold	na	na	KZ293917.1	<>	na	Primary Assembly	1543	na
ARMGAscaffold_275	unplaced-scaffold	na	na	KZ293918.1	<>	na	Primary Assembly	1510	na
ARMGAscaffold_276	unplaced-scaffold	na	na	KZ293919.1	<>	na	Primary Assembly	1504	na
ARMGAscaffold_277	unplaced-scaffold	na	na	KZ293920.1	<>	na	Primary Assembly	1485	na
ARMGAscaffold_278	unplaced-scaffold	na	na	KZ293921.1	<>	na	Primary Assembly	1478	na
ARMGAscaffold_279	unplaced-scaffold	na	na	KZ293922.1	<>	na	Primary Assembly	1475	na
ARMGAscaffold_280	unplaced-scaffold	na	na	KZ293923.1	<>	na	Primary Assembly	1465	na
ARMGAscaffold_281	unplaced-scaffold	na	na	KZ293924.1	<>	na	Primary Assembly	1452	na
ARMGAscaffold_282	unplaced-scaffold	na	na	KZ293925.1	<>	na	Primary Assembly	1409	na
ARMGAscaffold_283	unplaced-scaffold	na	na	KZ293926.1	<>	na	Primary Assembly	1408	na
ARMGAscaffold_284	unplaced-scaffold	na	na	KZ293927.1	<>	na	Primary Assembly	1406	na
ARMGAscaffold_285	unplaced-scaffold	na	na	KZ293928.1	<>	na	Primary Assembly	1405	na
ARMGAscaffold_286	unplaced-scaffold	na	na	KZ293929.1	<>	na	Primary Assembly	1366	na
ARMGAscaffold_287	unplaced-scaffold	na	na	KZ293930.1	<>	na	Primary Assembly	1363	na
ARMGAscaffold_288	unplaced-scaffold	na	na	KZ293931.1	<>	na	Primary Assembly	1362	na
ARMGAscaffold_289	unplaced-scaffold	na	na	KZ293932.1	<>	na	Primary Assembly	1340	na
ARMGAscaffold_290	unplaced-scaffold	na	na	KZ293933.1	<>	na	Primary Assembly	1331	na
ARMGAscaffold_291	unplaced-scaffold	na	na	KZ293934.1	<>	na	Primary Assembly	1327	na
ARMGAscaffold_292	unplaced-scaffold	na	na	KZ293935.1	<>	na	Primary Assembly	1326	na
ARMGAscaffold_293	unplaced-scaffold	na	na	KZ293936.1	<>	na	Primary Assembly	1326	na
ARMGAscaffold_294	unplaced-scaffold	na	na	KZ293937.1	<>	na	Primary Assembly	1319	na
ARMGAscaffold_295	unplaced-scaffold	na	na	KZ293938.1	<>	na	Primary Assembly	1308	na
ARMGAscaffold_296	unplaced-scaffold	na	na	KZ293939.1	<>	na	Primary Assembly	1303	na
ARMGAscaffold_297	unplaced-scaffold	na	na	KZ293940.1	<>	na	Primary Assembly	1298	na
ARMGAscaffold_298	unplaced-scaffold	na	na	KZ293941.1	<>	na	Primary Assembly	1267	na
ARMGAscaffold_299	unplaced-scaffold	na	na	KZ293942.1	<>	na	Primary Assembly	1235	na
ARMGAscaffold_300	unplaced-scaffold	na	na	KZ293943.1	<>	na	Primary Assembly	1234	na
ARMGAscaffold_301	unplaced-scaffold	na	na	KZ293944.1	<>	na	Primary Assembly	1231	na
ARMGAscaffold_302	unplaced-scaffold	na	na	KZ293945.1	<>	na	Primary Assembly	1211	na
ARMGAscaffold_303	unplaced-scaffold	na	na	KZ293946.1	<>	na	Primary Assembly	1202	na
ARMGAscaffold_304	unplaced-scaffold	na	na	KZ293947.1	<>	na	Primary Assembly	1199	na
ARMGAscaffold_305	unplaced-scaffold	na	na	KZ293948.1	<>	na	Primary Assembly	1193	na
ARMGAscaffold_306	unplaced-scaffold	na	na	KZ293949.1	<>	na	Primary Assembly	1170	na
ARMGAscaffold_307	unplaced-scaffold	na	na	KZ293950.1	<>	na	Primary Assembly	1168	na
ARMGAscaffold_308	unplaced-scaffold	na	na	KZ293951.1	<>	na	Primary Assembly	1163	na
ARMGAscaffold_309	unplaced-scaffold	na	na	KZ293952.1	<>	na	Primary Assembly	1158	na
ARMGAscaffold_310	unplaced-scaffold	na	na	KZ293953.1	<>	na	Primary Assembly	1134	na
ARMGAscaffold_311	unplaced-scaffold	na	na	KZ293954.1	<>	na	Primary Assembly	1124	na
ARMGAscaffold_312	unplaced-scaffold	na	na	KZ293955.1	<>	na	Primary Assembly	1116	na
ARMGAscaffold_313	unplaced-scaffold	na	na	KZ293956.1	<>	na	Primary Assembly	1095	na
ARMGAscaffold_314	unplaced-scaffold	na	na	KZ293957.1	<>	na	Primary Assembly	1068	na
ARMGAscaffold_315	unplaced-scaffold	na	na	KZ293958.1	<>	na	Primary Assembly	1056	na
ARMGAscaffold_316	unplaced-scaffold	na	na	KZ293959.1	<>	na	Primary Assembly	1047	na
ARMGAscaffold_317	unplaced-scaffold	na	na	KZ293960.1	<>	na	Primary Assembly	1046	na
ARMGAscaffold_318	unplaced-scaffold	na	na	KZ293961.1	<>	na	Primary Assembly	1025	na
ARMGAscaffold_319	unplaced-scaffold	na	na	KZ293962.1	<>	na	Primary Assembly	1005	na
